"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality","type","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus smaragdinus",128.312833,26.647944,"Okinawa",2012,6,25,"cdround","https://www.inaturalist.org/observations/121557606","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858744522","121557606",NA,NA,NA,NA,NA
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Takydromus smaragdinus",127.6828,26.2131,NA,1945,5,28,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/9132","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","895422822","9132","NORTH_AMERICA",NA,"Okinawa",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus smaragdinus",128.183,26.7,"Okinawa Prefecture",1945,6,1,"txmatfuz,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-48872","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476674174","R-48872","ASIA","whole animal (ethanol)","Okinawa Id,Luchu Islands",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus smaragdinus",127.767,26.317,"Okinawa Prefecture",1945,6,10,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-55903","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476693434","R-55903","ASIA","whole animal (ethanol)","Shido,1mile SW of Shimbobuku,Okinawa",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus smaragdinus",127.924,26.606,"Okinawa Prefecture",1945,6,25,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-55914","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476693638","R-55914","ASIA","whole animal (ethanol)","Awa,Motobu Peninsula",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus smaragdinus",127.954,26.472,"Okinawa Prefecture",1945,8,7,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-55901","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476666661","R-55901","ASIA","whole animal (ethanol)","Kanna,Okinawa",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus smaragdinus",127.826,26.336,"Okinawa Prefecture",1945,9,26,"txmathi,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-55891","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476494102","R-55891","ASIA","skeleton (dry)","Koza,Goeku-Mura,Okinawa",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus smaragdinus",127.9,26.617,"Okinawa Prefecture",1945,9,30,"txmathi,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-55900","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476494103","R-55900","ASIA","whole animal (ethanol)","nr Suga,Motaobu-Mura,Okinawa",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus smaragdinus",127.935,26.631,"Okinawa Prefecture",1945,9,28,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-55906","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476693532","R-55906","ASIA","whole animal (ethanol)","western slope Mt Katsudake,Motobu Peninsula,Okinawa",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus smaragdinus",127.928,26.635,"Okinawa Prefecture",1945,10,8,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-55907","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476693533","R-55907","ASIA","whole animal (ethanol)","Yaetaka,Motobu Peninsula,Okinawa",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus smaragdinus",127.757,26.356,"Okinawa Prefecture",1945,11,16,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-55905","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476789330","R-55905","ASIA","whole animal (ethanol)","Nugun-Nosato,Okinawa",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Takydromus smaragdinus",127.673,26.207,"Okinawa Prefecture",1945,12,5,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-55902","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476693433","R-55902","ASIA","whole animal (ethanol)","N.of Naha,Okinawa",NA,NA
