"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","county","type","elevation","preparations","locality","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",114.221145,22.381458,"Sha Tin",2020,4,27,"cdround","https://www.inaturalist.org/observations/44312276","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2611148165","44312276",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",113.914544,22.222802,"Islands",2020,5,12,"cdround","https://www.inaturalist.org/observations/45671831","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626492978","45671831",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",100.780651,21.995241,"Yunnan",2020,5,5,"cdround","https://www.inaturalist.org/observations/109280848","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747081164","109280848",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",101.254477,21.930503,"Yunnan",2020,6,19,"cdround","https://www.inaturalist.org/observations/56105664","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2851224257","56105664",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",101.407973,20.997251,"Louang Namtha",2020,8,11,"cdround","https://www.inaturalist.org/observations/56096504","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2851098259","56096504",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",114.060718,22.476204,"North",2020,9,30,"cdround","https://www.inaturalist.org/observations/61294038","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2874045903","61294038",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",113.88912,22.259478,"Islands",2020,9,20,"cdround","https://www.inaturalist.org/observations/60391762","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2898304515","60391762",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",113.836085,22.375528,"Islands",2020,9,13,"cdround,cudc","https://www.inaturalist.org/observations/119564603","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859114857","119564603",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",114.178771,22.49906,"North",2020,10,17,"cdround","https://www.inaturalist.org/observations/62807959","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2901796734","62807959",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",101.254463,21.930498,"Yunnan",2020,11,18,"cdround","https://www.inaturalist.org/observations/65185637","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988439400","65185637",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",114.17326,22.505423,"North",2019,4,27,"cdround","https://www.inaturalist.org/observations/23256091","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2238827944","23256091",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",113.936426,22.266182,"Islands",2019,4,11,"cdround","https://www.inaturalist.org/observations/23553861","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2238883500","23553861",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",101.254526,21.930405,"Yunnan",2019,7,14,"cdround","https://www.inaturalist.org/observations/28796400","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2294488713","28796400",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",113.848485,22.28767,"Islands",2019,8,10,"cdround","https://www.inaturalist.org/observations/38289610","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2573841955","38289610",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",101.245775,21.939367,"Yunnan",2019,8,7,"cdround","https://www.inaturalist.org/observations/110006638","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759979470","110006638",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",114.328505,22.461855,"North",2019,9,20,"cdround","https://www.inaturalist.org/observations/33050868","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2423154151","33050868",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",114.178848,22.445977,"North",2018,2,28,"cdround","https://www.inaturalist.org/observations/11586594","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1841219076","11586594",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",114.178895,22.446001,"North",2018,3,17,"cdround","https://www.inaturalist.org/observations/10429048","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1837075898","10429048",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",114.180944,22.494739,"Tai Po",2018,4,28,"","https://www.inaturalist.org/observations/11987423","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1841298156","11987423",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",105.684234,21.27739,"Vinh Phuc",2018,4,2,"cdround","https://www.inaturalist.org/observations/36724168","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2529369613","36724168",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",114.16833,22.496508,"North",2018,10,6,"cdround","https://www.inaturalist.org/observations/17268900","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1920809017","17268900",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",114.182114,22.491419,"Tai Po",2018,11,20,"cdround","https://www.inaturalist.org/observations/18534097","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1945462280","18534097",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",101.254481,21.930574,"Yunnan",2018,12,4,"cdround","https://www.inaturalist.org/observations/18821887","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1948773770","18821887",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",101.393906,21.992379,"Yunnan",2018,12,23,"cdround","https://www.inaturalist.org/observations/19266748","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1986522803","19266748",NA,NA,NA,NA,NA,NA,NA
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",104.2327,20.4061,"Houaphan",2015,9,19,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/86607","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1229584502","86607","ASIA","Viengxay",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",107.094305,20.796561,"H<U+1EA3>i Phong",2014,10,5,"cdround","https://www.inaturalist.org/observations/22744861","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2237448900","22744861",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",105.707001,20.299038,"Ninh Binh",2013,4,30,"cdround","https://www.inaturalist.org/observations/17410560","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1920841775","17410560",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",101.358557,20.90584,"Louang Namtha",2011,5,23,"cdround","https://www.inaturalist.org/observations/22923310","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2237493201","22923310",NA,NA,NA,NA,NA,NA,NA
"7a25f7aa-03fb-4322-aaeb-66719e1a9527","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",120.735,24.185333,"Beitun District",2009,10,27,"cdround,gass84,colmafu","http://portal.vertnet.org/o/lacm/herps?id=3ab626d4-5c8a-4131-841f-b721dc1a3f69","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","657521456","178858",NA,"Taichung","PhysicalObject",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko gecko",101.405223,20.947358,"Louang Namtha",2005,3,20,"cdround","https://www.inaturalist.org/observations/81794804","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302075730","81794804",NA,NA,NA,NA,NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",100.113417,20.422694,"Shan State",2003,10,4,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543592229","235971","ASIA","Maiyphayt Dist.","PhysicalObject",386.49,"Alcohol","Tarchilake Township, Pasa Wildlife Sanctuary, 20 25 21.7 N, 100 06 48.3 E",NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",106.4775,21.212222,"Hia Duong",1998,4,NA,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211750383","35933","ASIA",NA,"PhysicalObject",NA,"Whole specimen (ETOH); Tissue","Chi Linh vicinity; Hoang Hua Tham Village",NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",105.912778,22.628611,"Cao Bang",1998,5,NA,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211750484","36060","ASIA","Nguyen Binh","PhysicalObject",NA,"Whole specimen (ETOH)","Quang Thanh Village",NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",105.641389,21.454167,"Vinh Phu",1997,5,24,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211749120","34700","ASIA",NA,"PhysicalObject",NA,"Whole specimen (ETOH); Tissue","Tam Dao",NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",105.411111,22.365,"Tuyen Quang",1996,6,NA,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211745007","30475","ASIA",NA,"PhysicalObject",NA,"Whole specimen (ETOH); Tissue","Pac Ban; Na Hang Nature Reserve",NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",105.634167,22.4175,"Bac Thai",1995,5,17,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211741661","26291","ASIA",NA,"PhysicalObject",NA,"Whole specimen (ETOH); Tissue","Ba Be National Park",NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",104.9375,21.737222,"Yen Bai",1994,10,17,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211740422","25537","ASIA",NA,"PhysicalObject",NA,"Whole specimen (ETOH); Tissue","Yen Bai vicinity; purchased but collected within 5 km of Yen Bai",NA
"8e479b8f-ac16-4bed-a11a-bc7e27c31663","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",100.771798,22.000657,"Yunnan",1987,10,29,"conti,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1987035189","184536",NA,NA,"PhysicalObject",NA,"FLUID - 1","MENGHEMENG A DAI VILLAGE NEAR JING HONG 550 M",NA
"8e479b8f-ac16-4bed-a11a-bc7e27c31663","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",100.771505,22.000925,"Yunnan",1987,10,29,"conti,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1987114678","189395",NA,NA,"PhysicalObject",NA,"FLUID - 1","MENGDONGLAO A DAI VILLAGE NEAR JING HONG 550 M",NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",114.148625,22.288089,"Hong Kong",1941,2,21,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543745123","9593","ASIA",NA,"PhysicalObject",NA,"Alcohol","Hong Kong",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",102.718,25.039,"Yunnan",1921,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-15841","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476660428","R-15841","ASIA",NA,NA,NA,"whole animal (ethanol)","Yunnan fu",NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Gekko gecko",113.264428,23.129231,"Guangdong Prov.",NA,NA,NA,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543664059","74594","ASIA",NA,"PhysicalObject",NA,"Alcohol","Guangzhou",NA
