"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","type","elevation","county","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",120.426648,23.591495,"Taiwan",2022,5,29,"cdround","https://www.inaturalist.org/observations/119228586","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858674546","119228586",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.50313,23.873057,"Taiwan",2022,5,12,"cdround","https://www.inaturalist.org/observations/128089938","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3881736589","128089938",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",120.620564,23.696313,"Taiwan",2022,6,3,"cdround","https://www.inaturalist.org/observations/120013971","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858410226","120013971",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",119.36689,33.735089,"Jiangsu",2022,6,20,"cdround","https://www.inaturalist.org/observations/122652348","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858591423","122652348",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.407122,24.654133,"Taipei",2022,6,17,"cdround","https://www.inaturalist.org/observations/122171350","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858596059","122171350",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",120.643765,23.641888,"Taiwan",2022,6,27,"cdround","https://www.inaturalist.org/observations/123683302","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858776349","123683302",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",118.805525,32.074228,"Jiangsu",2022,6,8,"cdround","https://www.inaturalist.org/observations/121374792","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858929313","121374792",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",120.099117,29.660095,"Zhejiang",2022,6,9,"cdround","https://www.inaturalist.org/observations/121031457","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858933086","121031457",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",119.955032,33.680078,"Jiangsu",2022,6,23,"","https://www.inaturalist.org/observations/122973735","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858997724","122973735",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",120.0978,30.2343,"Zhejiang",2022,6,25,"","https://www.inaturalist.org/observations/124352982","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858998927","124352982",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",118.530119,34.171851,"Jiangsu",2022,6,27,"cdround","https://www.inaturalist.org/observations/123679610","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859189393","123679610",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.498701,23.865556,"Taiwan",2022,6,17,"cdround","https://www.inaturalist.org/observations/122136622","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3859262129","122136622",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",114.289855,30.356985,"Hubei",2022,6,3,"cdround","https://www.inaturalist.org/observations/120100786","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859392270","120100786",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",117.047692,36.629433,"Shandong",2022,6,11,"cdround","https://www.inaturalist.org/observations/121700741","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859589675","121700741",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.287552,31.203433,"Shanghai",2022,6,10,"cdround","https://www.inaturalist.org/observations/121064885","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859694121","121064885",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",118.493923,34.174972,"Jiangsu",2022,6,27,"cdround","https://www.inaturalist.org/observations/123678363","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859710382","123678363",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.437501,23.504677,"Taiwan",2022,6,21,"cdround","https://www.inaturalist.org/observations/123052786","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859878922","123052786",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",119.234606,31.789905,"Jiangsu",2022,6,12,"cdround","https://www.inaturalist.org/observations/121415300","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859879383","121415300",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",120.261345,23.620633,"Taiwan",2022,6,24,"cdround","https://www.inaturalist.org/observations/123485297","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860000119","123485297",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",114.277528,25.929628,"Jiangxi",2022,6,22,"cdround","https://www.inaturalist.org/observations/122953377","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860005810","122953377",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.615904,25.241392,"New Taipei",2022,6,23,"cdround","https://www.inaturalist.org/observations/123205751","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860052978","123205751",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",126.872606,35.630507,"Jeollabuk-do",2022,6,3,"cdround","https://www.inaturalist.org/observations/119946929","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860123135","119946929",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.537567,25.226585,"New Taipei",2022,6,13,"cdround","https://www.inaturalist.org/observations/121838771","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860134750","121838771",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",119.564415,33.083599,"Jiangsu",2022,6,16,"cdround","https://www.inaturalist.org/observations/122032609","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860171998","122032609",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.221876,24.271246,"Taichung",2022,6,26,"cdround","https://www.inaturalist.org/observations/123515616","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860226262","123515616",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.407919,24.654367,"Taipei",2022,6,17,"cdround","https://www.inaturalist.org/observations/122171254","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860282050","122171254",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",118.206785,33.65468,"Jiangsu",2022,6,29,"cdround","https://www.inaturalist.org/observations/123864644","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860336445","123864644",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",126.888108,35.53045,"Jeollabuk-do",2022,6,26,"cdround","https://www.inaturalist.org/observations/123477067","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860340122","123477067",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.303712,23.215887,"Taiwan",2022,6,14,"cdround","https://www.inaturalist.org/observations/122108738","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860435914","122108738",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.40503,24.843469,"Taipei",2022,6,28,"cdround","https://www.inaturalist.org/observations/123840870","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860536434","123840870",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",119.327525,33.615202,"Jiangsu",2022,6,20,"cdround","https://www.inaturalist.org/observations/122643253","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860785467","122643253",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",118.571593,33.968343,"Jiangsu",2022,6,28,"cdround","https://www.inaturalist.org/observations/123707815","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3872921810","123707815",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",120.26133,23.62093,"Taiwan",2022,6,24,"","https://www.inaturalist.org/observations/125929236","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873211010","125929236",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",119.283144,26.166853,"Fujian",2022,6,15,"cdround","https://www.inaturalist.org/observations/125574294","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873914478","125574294",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",118.706531,30.967714,"Anhui",2022,6,29,"cdround","https://www.inaturalist.org/observations/128807297","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881734201","128807297",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",119.648312,30.169853,"Zhejiang",2022,7,3,"cdround","https://www.inaturalist.org/observations/124573060","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858874164","124573060",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",118.860439,33.124607,"Jiangsu",2022,7,5,"cdround","https://www.inaturalist.org/observations/124879012","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860008186","124879012",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",119.648839,30.169554,"Zhejiang",2022,7,2,"cdround","https://www.inaturalist.org/observations/124433960","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860241962","124433960",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",118.467007,31.329348,"Anhui",2022,7,2,"cdround","https://www.inaturalist.org/observations/124485018","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860682970","124485018",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",113.084328,28.816942,"Hunan",2022,7,7,"cdround","https://www.inaturalist.org/observations/125155920","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3872958044","125155920",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",120.912797,23.879125,"Taiwan",2022,7,18,"cdround","https://www.inaturalist.org/observations/126958587","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873007253","126958587",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.614429,25.24017,"New Taipei",2022,7,18,"cdround","https://www.inaturalist.org/observations/126735599","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873081367","126735599",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",120.516601,32.284545,"Jiangsu",2022,7,6,"cdround","https://www.inaturalist.org/observations/125024203","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873226813","125024203",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.311478,24.35935,"Taichung",2022,7,12,"cdround","https://www.inaturalist.org/observations/126068693","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873299876","126068693",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",116.877557,25.299733,"Fujian",2022,7,12,"cdround","https://www.inaturalist.org/observations/126018758","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873646242","126018758",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",119.519972,30.3345,"Zhejiang",2022,7,8,"cdround","https://www.inaturalist.org/observations/125316463","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873718291","125316463",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.614898,25.239827,"New Taipei",2022,7,11,"cdround","https://www.inaturalist.org/observations/125873398","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873721172","125873398",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.471665,24.653575,"Taiwan",2022,7,10,"cdround","https://www.inaturalist.org/observations/125520685","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874146606","125520685",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",118.87759,31.90167,"Jiangsu",2022,7,27,"cdround","https://www.inaturalist.org/observations/128449933","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881354883","128449933",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.518517,23.893112,"Taiwan",2022,7,28,"cdround","https://www.inaturalist.org/observations/128410975","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881797078","128410975",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",120.058311,35.986538,"Shandong",2022,8,1,"cdround","https://www.inaturalist.org/observations/128998044","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881824294","128998044",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",120.120121,30.20296,"Zhejiang",2021,2,13,"","https://www.inaturalist.org/observations/69496948","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044601946","69496948",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.608855,24.659617,"Taiwan",2021,3,20,"cdround","https://www.inaturalist.org/observations/71696320","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3067745121","71696320",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.616722,25.135124,"New Taipei",2021,3,27,"cdround","https://www.inaturalist.org/observations/72174570","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070367712","72174570",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon rufozonatus",121.349532,24.959479,"New Taipei",2021,3,29,"cdround","https://www.inaturalist.org/observations/72432934","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070409396","72432934",NA,NA,NA,NA,NA,NA,NA
