"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","county","preparations","elevation","elevationAccuracy","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",116.200255,24.898793,"Fujian",2022,7,6,"cdround","https://www.inaturalist.org/observations/126178619","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873884941","126178619",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.14447,22.386742,"Tsuen Wan",2022,7,21,"cdround","https://www.inaturalist.org/observations/127340220","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873955767","127340220",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",116.859415,25.327718,"Fujian",2022,7,21,"cdround","https://www.inaturalist.org/observations/127504767","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881353488","127504767",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.199133,22.25286,"Tsuen Wan",2022,7,25,"cdround","https://www.inaturalist.org/observations/128182073","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3881394764","128182073",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",116.201176,24.468472,"Guangdong",2022,7,5,"cdround","https://www.inaturalist.org/observations/126178726","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881408505","126178726",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.18306,22.238486,"Tsuen Wan",2022,7,30,"cdround","https://www.inaturalist.org/observations/128777655","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3881431890","128777655",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.169844,22.201909,"Tsuen Wan",2022,7,25,"cdround","https://www.inaturalist.org/observations/128182077","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3881451732","128182077",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.180416,22.482513,"Tsuen Wan",2022,7,27,"cdround","https://www.inaturalist.org/observations/128257109","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881473866","128257109",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.146938,22.373132,"Tsuen Wan",2022,7,25,"cdround","https://www.inaturalist.org/observations/128182084","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3881494783","128182084",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.189822,22.339736,"Tsuen Wan",2022,8,1,"cdround","https://www.inaturalist.org/observations/128982245","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881845631","128982245",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.149075,22.372229,"Tsuen Wan",2022,8,1,"cdround","https://www.inaturalist.org/observations/128981824","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881901547","128981824",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.501811,24.892285,"New Taipei",2021,3,1,"cdround","https://www.inaturalist.org/observations/70386864","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3058761026","70386864",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.166841,22.35073,"Tsuen Wan",2021,3,5,"cdround","https://www.inaturalist.org/observations/70615236","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3058920004","70615236",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.178727,22.205353,"Tsuen Wan",2021,3,5,"cdround","https://www.inaturalist.org/observations/70615476","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3059154998","70615476",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.042461,22.314902,"Tsuen Wan",2021,3,24,"cdround","https://www.inaturalist.org/observations/71983458","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3068065160","71983458",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.194953,22.360577,"Tsuen Wan",2021,3,30,"cdround","https://www.inaturalist.org/observations/72511430","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3070595996","72511430",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.046804,22.320378,"Tsuen Wan",2021,4,13,"cdround","https://www.inaturalist.org/observations/73891835","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3090677784","73891835",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.124222,22.341906,"Tsuen Wan",2021,4,11,"cdround","https://www.inaturalist.org/observations/73624637","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3090755365","73624637",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.196255,22.278851,"Tsuen Wan",2021,4,21,"cdround","https://www.inaturalist.org/observations/74782390","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3097117567","74782390",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.11299,22.285706,"Tsuen Wan",2021,4,21,"cdround","https://www.inaturalist.org/observations/74782325","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3097243507","74782325",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.005359,22.367825,"Tsuen Wan",2021,4,21,"cdround","https://www.inaturalist.org/observations/74818857","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3097330606","74818857",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.109882,22.322032,"Tsuen Wan",2021,4,25,"cdround","https://www.inaturalist.org/observations/75178622","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3109004899","75178622",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.411088,25.142475,"Taipei",2021,4,24,"cdround","https://www.inaturalist.org/observations/75137059","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109298803","75137059",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.144551,22.383077,"Tsuen Wan",2021,4,30,"cdround","https://www.inaturalist.org/observations/75877679","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112571616","75877679",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.560121,25.09217,"Taipei",2021,5,4,"cdround","https://www.inaturalist.org/observations/77236051","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112775323","77236051",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.415197,24.668193,"Taiwan",2021,5,1,"cdround","https://www.inaturalist.org/observations/78294259","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113423433","78294259",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.53611,25.077194,"Taipei",2021,5,18,"cdround","https://www.inaturalist.org/observations/79249223","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3118442374","79249223",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.418918,25.154005,"Taipei",2021,5,18,"cdround","https://www.inaturalist.org/observations/79247834","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3118488350","79247834",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.515053,25.130284,"Taipei",2021,5,7,"cdround","https://www.inaturalist.org/observations/79248404","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3124559567","79248404",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.112061,22.385128,"Tsuen Wan",2021,5,25,"cdround","https://www.inaturalist.org/observations/80247128","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3124739933","80247128",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.033241,22.325323,"Tsuen Wan",2021,6,13,"cdround","https://www.inaturalist.org/observations/82796810","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3307361195","82796810",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.025971,22.229415,"Tsuen Wan",2021,6,18,"cdround","https://www.inaturalist.org/observations/83540812","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3314147682","83540812",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.120527,22.383191,"Tsuen Wan",2021,6,30,"cdround","https://www.inaturalist.org/observations/85109209","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3320968419","85109209",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.097911,22.406321,"Yuen Long",2021,7,2,"cdround","https://www.inaturalist.org/observations/85441236","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325520740","85441236",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.972959,24.906303,"New Taipei",2021,7,17,"cdround","https://www.inaturalist.org/observations/87507386","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330715940","87507386",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",119.430559,30.218397,"Zhejiang",2021,7,13,"cdround","https://www.inaturalist.org/observations/116916784","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3784889696","116916784",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.101747,22.256196,"Tsuen Wan",2021,8,4,"cdround","https://www.inaturalist.org/observations/89882538","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335301363","89882538",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.103006,22.387144,"Tsuen Wan",2021,8,4,"cdround","https://www.inaturalist.org/observations/89877176","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335567414","89877176",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.112809,22.381083,"Tsuen Wan",2021,8,26,"cdround","https://www.inaturalist.org/observations/92648858","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355018877","92648858",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.539762,25.017646,"Taipei",2021,8,26,"cdround","https://www.inaturalist.org/observations/92554185","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355089836","92554185",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.963786,25.113169,"New Taipei",2021,8,28,"cdround","https://www.inaturalist.org/observations/97226727","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384262380","97226727",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.127906,22.38325,"Tsuen Wan",2021,9,24,"cdround","https://www.inaturalist.org/observations/96467257","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385035577","96467257",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",120.90046,23.810123,"Taiwan",2021,11,16,"cdround","https://www.inaturalist.org/observations/102703706","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3455910324","102703706",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",120.937904,23.940889,"Taiwan",2021,11,16,"cdround","https://www.inaturalist.org/observations/102160009","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456517727","102160009",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.551775,25.02663,"Taipei",2021,11,5,"cdround","https://www.inaturalist.org/observations/100314879","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456779554","100314879",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.338145,23.240842,"Taiwan",2021,12,31,"cdround","https://www.inaturalist.org/observations/104094786","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456896704","104094786",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.45907,25.05726,"Taipei",2020,5,11,"cdround","https://www.inaturalist.org/observations/46478294","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626194037","46478294",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",113.870906,23.620669,"Guangdong",2020,6,24,"cdround","https://www.inaturalist.org/observations/51326747","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2814082391","51326747",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",120.765149,23.683054,"Taiwan",2020,6,28,"cdround","https://www.inaturalist.org/observations/52341806","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814405058","52341806",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.13795,22.408846,"Tsuen Wan",2020,6,26,"cdround","https://www.inaturalist.org/observations/56306238","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2851249545","56306238",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.528419,24.877099,"New Taipei",2020,6,16,"cdround","https://www.inaturalist.org/observations/49918938","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988500516","49918938",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",113.87052,23.619863,"Guangdong",2020,6,25,"","https://www.inaturalist.org/observations/65399871","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2992781576","65399871",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.134057,22.444094,"Tai Po",2020,7,4,"cdround","https://www.inaturalist.org/observations/52123389","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814131709","52123389",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.441124,25.098585,"Taipei",2020,7,18,"cdround","https://www.inaturalist.org/observations/53928424","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2826370708","53928424",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.581653,25.096904,"Taipei",2020,7,5,"cdround","https://www.inaturalist.org/observations/52089138","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759147451","52089138",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.309586,31.972977,"Henan",2020,7,30,"","https://www.inaturalist.org/observations/109444110","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764436411","109444110",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.136852,22.408829,"Tsuen Wan",2020,8,31,"cdround","https://www.inaturalist.org/observations/58204607","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2860099171","58204607",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.097567,22.421819,"Yuen Long",2020,9,1,"cdround","https://www.inaturalist.org/observations/58817708","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2862334038","58817708",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.083307,22.451419,"Tai Po",2020,9,27,"cdround","https://www.inaturalist.org/observations/60991221","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2873815060","60991221",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",121.407127,25.176564,"New Taipei",2020,10,1,"cdround","https://www.inaturalist.org/observations/61463153","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2963864459","61463153",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",119.292442,26.780103,"Fujian",2020,10,4,"cdround","https://www.inaturalist.org/observations/84988146","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873003469","84988146",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.17765,22.397847,"Sha Tin",2020,11,17,"cdround","https://www.inaturalist.org/observations/65203425","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988652435","65203425",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.143828,22.278227,"Tsuen Wan",2020,12,29,"cdround","https://www.inaturalist.org/observations/67257215","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3013926063","67257215",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Trimerodytes percarinatus",114.013657,22.308307,"Tsuen Wan",2020,12,24,"cdround","https://www.inaturalist.org/observations/67521577","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3018144892","67521577",NA,NA,NA,NA,NA,NA,NA
