"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.399224,24.673337,"Taipei",2021,8,28,"cdround","https://www.inaturalist.org/observations/93701743","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355631017","93701743",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.549473,23.858131,"Taiwan",2020,5,14,"cdround","https://www.inaturalist.org/observations/46478709","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626335823","46478709",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.810567,24.527796,"Taiwan",2020,5,18,"cdround","https://www.inaturalist.org/observations/46469179","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626422404","46469179",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.676916,22.653857,"Taiwan",2020,6,18,"cdround","https://www.inaturalist.org/observations/50042916","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2803001450","50042916",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.408355,24.654025,"Taipei",2020,6,28,"","https://www.inaturalist.org/observations/51353941","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814153790","51353941",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.481215,23.877257,"Taiwan",2020,10,17,"cdround","https://www.inaturalist.org/observations/63695996","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2963863089","63695996",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.397736,23.717692,"Taiwan",2020,10,29,"cdround","https://www.inaturalist.org/observations/63757991","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2963909183","63757991",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.3674,23.644058,"Taiwan",2020,11,17,"cdround","https://www.inaturalist.org/observations/65113517","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988501303","65113517",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.86234,29.840393,"Zhejiang",2019,6,15,"","https://www.inaturalist.org/observations/27200938","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2269292702","27200938",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.530828,24.672145,"Taipei",2019,6,2,"cdround","https://www.inaturalist.org/observations/48229603","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634423044","48229603",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.565991,24.673774,"Taipei",2019,6,7,"cdround","https://www.inaturalist.org/observations/86119122","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325615492","86119122",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",115.260765,29.192611,"Jiangxi",2019,8,2,"cdround","https://www.inaturalist.org/observations/33522362","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2429280521","33522362",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.436643,24.643794,"Taipei",2019,9,28,"cdround","https://www.inaturalist.org/observations/45962891","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626218066","45962891",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.739824,22.062757,"Taiwan",2019,10,2,"cdround","https://www.inaturalist.org/observations/86119119","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325650502","86119119",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.196599,23.351232,"Taiwan",2018,6,22,"cdround","https://www.inaturalist.org/observations/13821090","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880580567","13821090",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.009889,24.19462,"Taichung",2018,7,21,"cdround","https://www.inaturalist.org/observations/15339343","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2251820841","15339343",NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.411205,24.649523,NA,2017,6,27,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149314",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.74205,22.41266,NA,2017,9,23,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864153959",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.290216,22.959376,NA,2017,9,18,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864154248",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.848006,22.421247,"Taiwan",2017,9,30,"cdround","https://www.inaturalist.org/observations/75185888","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109195881","75185888",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",115.85794,28.68202,"Jiangxi",2017,10,7,"cdround","https://www.inaturalist.org/observations/128583029","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881842305","128583029",NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.839052,21.955544,NA,2016,4,4,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864135660",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.406579,24.654386,"Taipei",2016,4,20,"cdround","https://www.inaturalist.org/observations/112776055","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764129880","112776055",NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.497309,23.91856,NA,2016,6,15,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864137837",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.496092,23.89828,"Taiwan",2016,8,15,"cdround","https://www.inaturalist.org/observations/9506673","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1805411035","9506673",NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.287826,23.022287,NA,2016,10,15,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864141854",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.337062,23.517692,NA,2016,11,24,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864142508",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.719833,23.045551,NA,2016,11,18,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864142676",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.40674,24.6737,NA,2015,4,1,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864126559",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.703308,23.030392,NA,2015,4,18,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864127101",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.579943,23.822077,"Taiwan",2015,7,26,"cdround","https://www.inaturalist.org/observations/9457897","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1805392136","9457897",NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.723822,23.055462,NA,2015,7,1,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864129530",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.399974,24.673402,NA,2014,5,18,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864119490",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.396562,24.673577,NA,2014,5,16,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864119491",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.963465,24.147714,NA,2014,6,21,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864120709",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.963143,22.648845,NA,2014,6,30,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864121369",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.406151,24.658041,NA,2014,7,4,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864121655",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.913074,23.632061,NA,2014,8,20,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864123062",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.40151,24.67361,NA,2014,9,7,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864123599",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.407075,24.661778,NA,2014,9,27,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864123922",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.686571,22.968344,"Kaohsiung",2014,9,10,"cdround","https://www.inaturalist.org/observations/18894161","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1949995784","18894161",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.49158,23.887603,"Taiwan",2014,10,26,"cdround","https://www.inaturalist.org/observations/9457429","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1805391857","9457429",NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.843448,22.243344,NA,2014,10,29,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864124968",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.850833,22.193333,NA,2014,12,7,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864125573",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.434313,24.730342,NA,2013,5,6,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864113869",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.419673,24.645974,NA,2013,9,9,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864115845",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.986485,22.629955,NA,2013,9,16,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864116117",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.84901,22.26195,NA,2013,9,16,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864116144",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.75296,23.06787,NA,2013,9,20,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864116153",NA,NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.036333,23.171389,NA,2013,11,14,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864117377",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.177139,23.953626,"Taiwan",2012,2,24,"cdround","https://www.inaturalist.org/observations/68174745","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031713959","68174745",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",118.115088,29.24014,"Zhejiang",2012,6,16,"cdround","https://www.inaturalist.org/observations/27206467","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2269294351","27206467",NA,NA,NA,NA,NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",121.419701,24.644833,NA,2012,7,12,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864112647",NA,NA,NA,NA,NA,NA,NA
"040c5662-da76-4782-a48e-cdea1892d14c","MATERIAL_SAMPLE","PRESENT","Deinagkistrodon acutus",108.33,22.84,"Guangxi",2011,7,12,"gass84",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2249635959","TP-8","Guangxi",NA,NA,NA,NA,NA
"040c5662-da76-4782-a48e-cdea1892d14c","MATERIAL_SAMPLE","PRESENT","Deinagkistrodon acutus",115.89,28.68,"Jiangxi",2011,7,12,"gass84",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2249636803","TP-7","Jiangxi",NA,NA,NA,NA,NA
"d8cd16ba-bb74-4420-821e-083f2bac17c2","PRESERVED_SPECIMEN","PRESENT","Deinagkistrodon acutus",115.889999,28.68,NA,2011,7,11,"gass84","https://www.ebi.ac.uk/ena/browser/view/JQ658431","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3350110886","TP-7","Jiangxi Province",NA,NA,NA,NA,NA
"d8cd16ba-bb74-4420-821e-083f2bac17c2","PRESERVED_SPECIMEN","PRESENT","Deinagkistrodon acutus",108.330002,22.84,NA,2011,7,11,"gass84","https://www.ebi.ac.uk/ena/browser/view/JQ658432","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3350134969","TP-8","Guangxi Province",NA,NA,NA,NA,NA
"040c5662-da76-4782-a48e-cdea1892d14c","MATERIAL_SAMPLE","PRESENT","Deinagkistrodon acutus",112.98,28.19,"Hunan",2011,10,20,"gass84",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2249637249","TP-13","Hunan",NA,NA,NA,NA,NA
"d8cd16ba-bb74-4420-821e-083f2bac17c2","PRESERVED_SPECIMEN","PRESENT","Deinagkistrodon acutus",112.980003,28.190001,NA,2011,10,19,"gass84","https://www.ebi.ac.uk/ena/browser/view/JQ658433","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3350141839","TP-13","Hunan Province",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",120.826923,22.399059,"Taiwan",2011,11,5,"cdround","https://www.inaturalist.org/observations/75085022","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109033771","75085022",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Deinagkistrodon acutus",117.876398,27.871068,"Fujian",2010,8,5,"cdround","https://www.inaturalist.org/observations/37910008","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2563574859","37910008",NA,NA,NA,NA,NA,NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Deinagkistrodon acutus",103.821111,22.316389,"Lao Cai",1999,5,16,"cdround,gass84,txmatfuz,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211765895","41058","Sa Pa vicinity","ASIA","Whole specimen (ETOH)","PhysicalObject",NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Deinagkistrodon acutus",121.521128,25.041258,"Taipei Special Municipality",1966,5,NA,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543464493","121007","near Taipei","ASIA","Alcohol","PhysicalObject",NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Deinagkistrodon acutus",120.649479500492,22.9964836306473,"Kaohsiung County",1932,6,16,"cdrep,cdround,colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:23893","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145551170","MVZ:Herp:23893","Liu-kuei [=Rokki]","ASIA","skin, flat",NA,300,0
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Deinagkistrodon acutus",120.95,23.96667,"Nantou",1932,6,8,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:23891","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145551191","MVZ:Herp:23891","Pu-li","ASIA","whole organism",NA,650,0
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Deinagkistrodon acutus",121.054932,23.628115,NA,1911,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-18030","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476679434","R-18030","Formosa","ASIA","whole animal (ethanol)",NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Deinagkistrodon acutus",120.744178,22.003694,"Pingtung Co.",1909,3,31,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543538527","18764","Koshun [= Hengchun]","ASIA","Alcohol","PhysicalObject",NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Deinagkistrodon acutus",120.169722,22.990833,"Tainan Special Municipality",1909,4,5,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543538549","18766","Anping","ASIA","Alcohol","PhysicalObject",NA,NA
