"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","county","locality","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",114.163884,22.352122,"Sha Tin",2020,8,11,"cdround","https://www.inaturalist.org/observations/56220774","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2850767382","56220774",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",107.002778,20.786111,"H<U+1EA3>i Phong",2020,9,29,"cdround","https://www.inaturalist.org/observations/61167345","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2874045629","61167345",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",107.988192,21.806383,"Guangxi",2020,12,15,"cdround","https://www.inaturalist.org/observations/66644101","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005241031","66644101",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",114.131552,22.430748,"Tai Po",2019,5,18,"","https://www.inaturalist.org/observations/25358806","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2244256542","25358806",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",114.576653,22.526454,"Guangdong",2019,10,19,"cdround","https://www.inaturalist.org/observations/35047233","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2447982246","35047233",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",114.103469,22.414528,"Yuen Long",2019,12,10,"cdround","https://www.inaturalist.org/observations/36522472","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2518010657","36522472",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",114.330397,22.461705,"Tai Po",2019,12,1,"cdround","https://www.inaturalist.org/observations/37170692","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2543085026","37170692",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",114.120408,22.436178,"Tai Po",2018,4,30,"cdround","https://www.inaturalist.org/observations/11865929","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1841272793","11865929",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",113.961237,22.242285,"Islands",2018,5,8,"cdround","https://www.inaturalist.org/observations/72156881","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070515546","72156881",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",107.051088,20.79389,"H<U+1EA3>i Phong",2018,6,4,"cdround","https://www.inaturalist.org/observations/13109103","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044550328","13109103",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",114.128294,22.427691,"Tai Po",2016,5,21,"","https://www.inaturalist.org/observations/3599519","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1291102836","3599519",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ophiophagus hannah",114.11499,22.416107,"Yuen Long",2011,4,1,"","https://www.inaturalist.org/observations/572612","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1269586453","572612",NA,NA,NA,NA,NA,NA,NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Ophiophagus hannah",101.869354,23.417888,"Yunnan",2002,6,21,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211767417","41848","ASIA","Whole specimen (ETOH); Tissue","Y. Yuanjiang","Yuanjiang, 22 km S","PhysicalObject",NA,NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Ophiophagus hannah",106.4775,21.212222,"Hia Duong",1998,4,NA,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211749735","35267","ASIA","Whole specimen (ETOH); Tissue",NA,"Chi Linh vicinity; Hoang Hua Tham Village","PhysicalObject",NA,NA
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Ophiophagus hannah",104.940556,21.739722,"Yen Bai",1994,10,17,"cdround,gass84,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211740630","25688","ASIA","Whole specimen (ETOH); Tissue",NA,"Yen Bai vicinity; purchased but collected within 5 km of Yen Bai","PhysicalObject",NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Ophiophagus hannah",113.884841,22.234378,"Hong Kong",1991,8,19,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176539","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476695059","R-176539","ASIA","whole animal (ethanol)",NA,"Hong Kong: Lantau: Keung Shan Tunnel",NA,100,0
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Ophiophagus hannah",113.948572,22.23649,"Hong Kong",1991,9,21,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176540","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476695060","R-176540","ASIA","whole animal (ethanol)",NA,"Lantau,Cheung Sha,main road above Sha Tsui",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Ophiophagus hannah",113.94695,22.245324,"Hong Kong",1990,5,17,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176060","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476712079","R-176060","ASIA","whole animal (ethanol)",NA,"Lantau,1km NW Cheung Sha [VERBATIM ELEVATION:120m.]",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Ophiophagus hannah",114.137719,22.40987,"Hong Kong",1990,6,3,"iccos,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176365","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476718126","R-176365","ASIA",NA,"New Territories","N. slope of Tai Mo Shan",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Ophiophagus hannah",113.929039,22.228959,"Hong Kong",1987,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-177105","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476698753","R-177105","ASIA","whole animal (ethanol)",NA,"Lantau, Ma Po Ping",NA,NA,NA
"9cd0014c-b7b1-4ed1-bef7-0225acfa4ef2","PRESERVED_SPECIMEN","PRESENT","Ophiophagus hannah",111.51667,23.23333,"Guangdong Sheng",1886,NA,NA,"cudc,colmano","http://portal.vertnet.org/o/smns/herpetologie?id=4182","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","621069210","4182",NA,NA,NA,"Yunan","PhysicalObject",NA,NA
