"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","county","locality","type","elevation","elevationAccuracy","continent","preparations"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.866118,35.640435,"Tokyo",2022,5,5,"cdround","https://www.inaturalist.org/observations/115862594","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773090375","115862594",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",138.20825,36.822968,"Nagano",2022,5,7,"cdround","https://www.inaturalist.org/observations/115837714","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773758973","115837714",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",136.910914,35.125863,"Aichi",2022,5,16,"cdround","https://www.inaturalist.org/observations/117265979","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3785032755","117265979",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.479873,35.581604,"Tokyo",2022,5,18,"cdround","https://www.inaturalist.org/observations/117572441","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3785109544","117572441",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",131.396912,31.815643,"Miyazaki",2022,5,18,"cdround","https://www.inaturalist.org/observations/118648077","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802497433","118648077",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.550378,35.389501,"Kanagawa",2022,5,29,"cdround","https://www.inaturalist.org/observations/119414701","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3859383728","119414701",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.702667,35.8949,"Saitama",2022,5,22,"cdround","https://www.inaturalist.org/observations/126403433","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873180798","126403433",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.397322,35.710765,"Tokyo",2022,6,18,"cdround","https://www.inaturalist.org/observations/122602422","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858754531","122602422",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.465463,36.37071,"Ibaraki",2022,6,15,"cdround","https://www.inaturalist.org/observations/121827247","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858849817","121827247",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.769611,35.710628,"Tokyo",2022,6,26,"cdround","https://www.inaturalist.org/observations/123435179","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859301228","123435179",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.459595,36.368047,"Ibaraki",2022,6,15,"cdround","https://www.inaturalist.org/observations/121830230","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859623703","121830230",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.206476,35.908994,"Saitama",2022,6,19,"cdround","https://www.inaturalist.org/observations/122483821","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859627370","122483821",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",135.284058,34.834053,"Hyogo",2022,6,19,"cdround","https://www.inaturalist.org/observations/122448713","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859658267","122448713",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.858776,35.638776,"Tokyo",2022,7,5,"cdround","https://www.inaturalist.org/observations/124854969","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858996289","124854969",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.375464,35.183044,"Chiba",2022,7,4,"cdround","https://www.inaturalist.org/observations/124704545","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859723150","124704545",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",135.597808,34.215333,"Wakayama",2022,7,23,"cdround","https://www.inaturalist.org/observations/127456680","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873159943","127456680",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",138.875438,36.465868,"Gunma",2022,7,25,"cdround","https://www.inaturalist.org/observations/128105756","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881483608","128105756",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",133.586871,33.984647,"Ehime",2022,7,23,"cdround","https://www.inaturalist.org/observations/128134466","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881723666","128134466",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",131.013931,30.684436,"Kagoshima",2022,7,27,"cdround","https://www.inaturalist.org/observations/128116343","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881798639","128116343",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.594007,35.663478,"Tokyo",2021,3,18,"cdround","https://www.inaturalist.org/observations/81989013","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302111522","81989013",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.749225,35.599578,"Tokyo",2021,4,18,"cdround","https://www.inaturalist.org/observations/74470789","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3097093150","74470789",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.570158,35.424597,"Tokyo",2021,4,22,"cdround","https://www.inaturalist.org/observations/75115385","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109057765","75115385",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.727446,35.712469,"Tokyo",2021,5,2,"cdround","https://www.inaturalist.org/observations/76455944","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112610396","76455944",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.72,35.65,"Tokyo",2021,5,11,"","https://www.inaturalist.org/observations/78681403","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3117845662","78681403",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.57936,35.406035,"Kanagawa",2021,5,1,"cdround","https://www.inaturalist.org/observations/79499596","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3118482711","79499596",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.408018,35.507591,"Tokyo",2021,5,12,"cdround","https://www.inaturalist.org/observations/79749923","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3124562789","79749923",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.596889,35.737273,"Tokyo",2021,5,23,"cdround","https://www.inaturalist.org/observations/80427758","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3124609565","80427758",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.754571,35.599657,"Tokyo",2021,5,21,"cdround","https://www.inaturalist.org/observations/79597566","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3124618496","79597566",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.805992,35.645081,"Tokyo",2021,5,16,"cdround","https://www.inaturalist.org/observations/79737858","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3124671590","79737858",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.884598,35.069777,"Chiba",2021,5,23,"cdround","https://www.inaturalist.org/observations/80208498","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3124693557","80208498",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.607856,35.282764,"Kanagawa",2021,5,26,"cdround","https://www.inaturalist.org/observations/80419809","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3124846802","80419809",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",136.611308,36.503622,"Ishikawa",2021,5,29,"cdround","https://www.inaturalist.org/observations/106745120","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3499381857","106745120",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.746521,35.717407,"Tokyo",2021,6,7,"cdround","https://www.inaturalist.org/observations/81957988","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3301823636","81957988",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.754934,35.604237,"Tokyo",2021,6,2,"cdround","https://www.inaturalist.org/observations/81261117","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302195433","81261117",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.574906,35.673517,"Tokyo",2021,6,1,"cdround","https://www.inaturalist.org/observations/81167866","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302365498","81167866",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.026153,35.197953,"Kanagawa",2021,6,12,"cdround","https://www.inaturalist.org/observations/82660332","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3307181780","82660332",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.907665,36.612762,"Tochigi",2021,6,21,"cdround","https://www.inaturalist.org/observations/84013427","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3314211212","84013427",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",137.153562,34.951279,"Aichi",2021,6,27,"cdround","https://www.inaturalist.org/observations/84671017","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3320841973","84671017",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.5379,35.449636,"Tokyo",2021,6,29,"cdround","https://www.inaturalist.org/observations/85849266","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325684199","85849266",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",136.373537,35.420578,"Shiga",2021,6,9,"cdround","https://www.inaturalist.org/observations/128217491","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3881427819","128217491",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.534158,35.672653,"Tokyo",2021,7,6,"cdround","https://www.inaturalist.org/observations/85901327","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325808237","85901327",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.612776,35.598624,"Kanagawa",2021,7,14,"cdround","https://www.inaturalist.org/observations/86943992","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3327893408","86943992",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.709287,35.713881,"Tokyo",2021,7,5,"cdround","https://www.inaturalist.org/observations/86378188","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3327961802","86378188",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.719725,35.63784,"Tokyo",2021,7,29,"cdround","https://www.inaturalist.org/observations/89062109","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333191519","89062109",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.660971,37.351866,"Fukushima",2021,7,30,"cdround","https://www.inaturalist.org/observations/91223879","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3338005509","91223879",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",141.308542,43.0508,"Hokkaido",2021,7,1,"cdround","https://www.inaturalist.org/observations/122123553","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859788137","122123553",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.099222,34.905953,"Shizuoka",2021,8,11,"cdround","https://www.inaturalist.org/observations/90874882","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3337886222","90874882",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",137.151195,34.945664,"Aichi",2021,8,6,"cdround","https://www.inaturalist.org/observations/94143819","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355823395","94143819",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",136.489801,35.95706,"Fukui",2021,8,22,"cdround","https://www.inaturalist.org/observations/92064613","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456313400","92064613",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.163324,39.657214,"Akita",2021,9,25,"cdround","https://www.inaturalist.org/observations/96046107","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384004168","96046107",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",136.651659,35.899131,"Fukui",2021,9,19,"cdround","https://www.inaturalist.org/observations/95384869","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385117547","95384869",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.754325,35.600653,"Tokyo",2021,10,2,"cdround","https://www.inaturalist.org/observations/96886417","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384509988","96886417",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.388143,35.784576,"Saitama",2021,10,3,"cdround","https://www.inaturalist.org/observations/97002875","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384535206","97002875",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.754773,35.539645,"Tokyo",2021,10,23,"cdround","https://www.inaturalist.org/observations/99167414","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3399264988","99167414",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.753204,35.595925,"Tokyo",2021,11,10,"cdround","https://www.inaturalist.org/observations/100770569","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415525510","100770569",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.049721,35.328063,"Kanagawa",2020,3,22,"cdround","https://www.inaturalist.org/observations/40517260","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2596089478","40517260",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.500747,35.566312,"Kanagawa",2020,3,28,"cdround","https://www.inaturalist.org/observations/40867937","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2596124302","40867937",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",140.097413,35.67819,"Chiba",2020,4,30,"cdround","https://www.inaturalist.org/observations/44359577","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2813865528","44359577",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.228958,36.275947,"Gunma",2020,4,30,"cdround","https://www.inaturalist.org/observations/71895378","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3068017594","71895378",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.609853,35.349006,"Kanagawa",2020,5,3,"","https://www.inaturalist.org/observations/44684105","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620057465","44684105",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.606315,35.503202,"Kanagawa",2020,5,24,"cdround","https://www.inaturalist.org/observations/47078453","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2633963234","47078453",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.460005,35.561328,"Tokyo",2020,5,25,"cdround","https://www.inaturalist.org/observations/47807228","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634128366","47807228",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.716499,35.767324,"Tokyo",2020,6,4,"cdround","https://www.inaturalist.org/observations/48417439","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634295231","48417439",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.649457,35.320561,"Kanagawa",2020,6,23,"","https://www.inaturalist.org/observations/50621226","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2802972778","50621226",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.603246,35.348071,"Kanagawa",2020,6,14,"cdround","https://www.inaturalist.org/observations/49549303","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2803069623","49549303",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.242844,35.372483,"Kanagawa",2020,6,6,"cdround","https://www.inaturalist.org/observations/49121614","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2813885679","49121614",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",138.766111,36.302778,"Gunma",2020,6,6,"cdround","https://www.inaturalist.org/observations/48642997","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814103610","48642997",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.547718,35.405552,"Tokyo",2020,6,6,"cdround","https://www.inaturalist.org/observations/61460695","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2882965661","61460695",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",139.594585,35.73752,"Tokyo",2020,6,27,"cdround","https://www.inaturalist.org/observations/72168243","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070723733","72168243",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",133.211939,34.368745,"Hiroshima",2020,6,5,"cdround","https://www.inaturalist.org/observations/48520335","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079651836","48520335",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe climacophora",138.238128,36.408662,"Nagano",2020,6,9,"cdround","https://www.inaturalist.org/observations/91639808","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3338078342","91639808",NA,NA,NA,NA,NA,NA,NA
