"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","elevation","continent","preparations","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",127.050136,34.440301,"Jeollanam-do",2016,9,25,"","https://www.inaturalist.org/observations/4198054","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1323007802","4198054",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",125.962029,34.708316,"Jeollanam-do",2016,9,3,"","https://www.inaturalist.org/observations/4030981","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573827620","4030981",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",126.597405,36.674147,"Chungcheongnam-do",2016,10,1,"cdround","https://www.inaturalist.org/observations/33790938","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2456508733","33790938",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",126.641818,36.660062,"Chungcheongnam-do",2015,4,5,"","https://www.inaturalist.org/observations/4750710","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453276738","4750710",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",127.742157,38.188546,"Gangwon-do",2015,6,11,"","https://www.inaturalist.org/observations/2111231","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2574070715","2111231",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",127.491016,36.505723,"Chungcheongbuk-do",2014,7,12,"","https://www.inaturalist.org/observations/780910","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573963611","780910",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",127.526979,36.639154,"Chungcheongbuk-do",2014,8,17,"","https://www.inaturalist.org/observations/4749432","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453276420","4749432",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",127.666626,36.693265,"Chungcheongbuk-do",2014,8,23,"","https://www.inaturalist.org/observations/850105","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573902612","850105",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",127.556763,36.666833,"Chungcheongbuk-do",2014,8,16,"","https://www.inaturalist.org/observations/850104","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573925609","850104",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",126.61623,36.71233,"Chungcheongnam-do",2014,9,25,"","https://www.inaturalist.org/observations/4749973","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453276570","4749973",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",126.629276,36.654048,"Chungcheongnam-do",2014,9,26,"","https://www.inaturalist.org/observations/1198469","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573780158","1198469",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",127.684479,38.134557,"Gangwon-do",2014,9,4,"","https://www.inaturalist.org/observations/1954408","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573797572","1954408",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",127.834167,36.803787,"Chungcheongbuk-do",2012,6,4,"cdround","https://www.inaturalist.org/observations/91024","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573833602","91024",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",126.592283,36.739916,"Chungcheongnam-do",2012,9,28,"","https://www.inaturalist.org/observations/4637618","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453242769","4637618",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",115.570292,39.839259,"Beijing",2011,5,19,"cdround","https://www.inaturalist.org/observations/66827826","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3008432769","66827826",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",127.856483,36.995424,"Chungcheongbuk-do",2011,6,11,"","https://www.inaturalist.org/observations/2332201","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2456496588","2332201",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",128.60527,35.926313,"Daegu",2011,8,7,"cdround","https://www.inaturalist.org/observations/27159","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3398953301","27159",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",115.569347,39.837677,"Beijing",2011,9,6,"cdround","https://www.inaturalist.org/observations/66826451","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3008525802","66826451",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",126.193557,36.839275,"Chungcheongnam-do",2011,10,1,"","https://www.inaturalist.org/observations/4626534","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2574077735","4626534",NA,NA,NA,NA,NA
"8a863029-f435-446a-821e-275f4f641165","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",121.241905,45.022705,NA,2010,5,8,"cdround,osiic","https://data.biodiversitydata.nl/obsint/observation/OBS.61921343","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2832245425","OBS.61921343","China - Xing'an",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",125.961685,34.687993,"Jeollanam-do",2010,10,19,"","https://www.inaturalist.org/observations/2513350","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2574133715","2513350",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",126.908054,36.399316,"Chungcheongnam-do",2009,7,18,"","https://www.inaturalist.org/observations/2500618","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2456497405","2500618",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",126.89548,36.374511,"Chungcheongnam-do",2009,7,19,"","https://www.inaturalist.org/observations/398382","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573834603","398382",NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Elaphe anomala",127.677955,38.183959,"Gangwon-do",2008,5,5,"","https://www.inaturalist.org/observations/2492749","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2574214714","2492749",NA,NA,NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Elaphe anomala",126.886289,37.833794,"Gyeonggi Prov.",1952,5,4,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543677922","87070","ca 30 mi N of Seoul, 3 mi SE of Munsan-ni, ca 6 km E of P'Aiu-ri",61,"ASIA","Alcohol","PhysicalObject"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Elaphe anomala",111.746,37.223,"Shanxi",1921,1,1,"txmatfuz,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-16309","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476655254","R-16309","China,Shansi HuLudi,63m SW of Tai Juan fu",NA,"ASIA","whole animal (ethanol)",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Elaphe anomala",132.624732,44.680074,"Primorsky Krai",1911,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-109857","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476751661","R-109857","Far East: Lake Chanka, River Odarka",NA,"ASIA","whole animal (ethanol)",NA
