"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","type","continent","preparations","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.574842,25.167257,"Taipei",2022,3,12,"cdround","https://www.inaturalist.org/observations/108417573","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743210607","108417573",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.614329,23.992493,"Taiwan",2022,3,12,"cdround","https://www.inaturalist.org/observations/108406257","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743326600","108406257",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.634197,23.89388,"Taiwan",2022,3,17,"cdround","https://www.inaturalist.org/observations/108786220","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743395344","108786220",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.378128,22.618861,"Kaohsiung",2022,3,21,"cdround","https://www.inaturalist.org/observations/109129510","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3746964760","109129510",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.836831,22.243342,"Taiwan",2022,3,15,"cdround","https://www.inaturalist.org/observations/109279346","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3746967066","109279346",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.839461,22.244061,"Taiwan",2022,3,15,"cdround","https://www.inaturalist.org/observations/109275437","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3746979255","109275437",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.517069,25.180134,"New Taipei",2022,3,18,"cdround","https://www.inaturalist.org/observations/108853432","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3746979522","108853432",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.789564,23.730811,"Taiwan",2022,3,19,"","https://www.inaturalist.org/observations/109141196","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747012903","109141196",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.712967,23.605888,"Taiwan",2022,3,25,"cdround","https://www.inaturalist.org/observations/109446587","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747021066","109446587",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.839283,22.244153,"Taiwan",2022,3,15,"cdround","https://www.inaturalist.org/observations/109275448","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747031113","109275448",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.811393,24.611217,"Taiwan",2022,3,13,"cdround","https://www.inaturalist.org/observations/108793299","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747058537","108793299",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.572699,23.968228,"Taiwan",2022,3,19,"cdround","https://www.inaturalist.org/observations/108929094","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747084674","108929094",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.983456,24.786998,"Kaohsiung",2022,3,19,"cdround","https://www.inaturalist.org/observations/108958621","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747164747","108958621",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.331155,25.001535,"Taipei",2022,3,20,"cdround","https://www.inaturalist.org/observations/109213342","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747166773","109213342",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.266051,22.655994,"Kaohsiung",2022,3,22,"cdround","https://www.inaturalist.org/observations/109227516","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747242166","109227516",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.840358,22.244503,"Taiwan",2022,3,15,"cdround","https://www.inaturalist.org/observations/109275409","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747323208","109275409",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.634674,23.930097,"Taiwan",2022,3,19,"cdround","https://www.inaturalist.org/observations/108927007","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747344671","108927007",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.910532,24.810651,"Kaohsiung",2022,3,26,"cdround","https://www.inaturalist.org/observations/109620729","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759092070","109620729",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.943103,23.553833,"Taiwan",2022,3,26,"cdround","https://www.inaturalist.org/observations/109553313","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759171941","109553313",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.624054,23.948172,"Taiwan",2022,3,26,"cdround","https://www.inaturalist.org/observations/109499622","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759172939","109499622",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.582982,23.434843,"Taiwan",2022,3,31,"cdround","https://www.inaturalist.org/observations/110004126","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759320523","110004126",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.820656,22.2655,"Taiwan",2022,3,26,"cdround","https://www.inaturalist.org/observations/110751723","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759352311","110751723",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.635117,23.60593,"Taiwan",2022,3,31,"cdround","https://www.inaturalist.org/observations/109987228","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759605464","109987228",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.059867,22.697637,"Taiwan",2022,3,26,"cdround","https://www.inaturalist.org/observations/109515089","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3759622893","109515089",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.530249,25.10286,"Taipei",2022,3,20,"cdround","https://www.inaturalist.org/observations/109987785","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760255438","109987785",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.605042,23.61273,"Taiwan",2022,3,26,"cdround","https://www.inaturalist.org/observations/109525514","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764221403","109525514",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.507613,25.248303,"New Taipei",2022,3,17,"cdround","https://www.inaturalist.org/observations/108773981","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772446502","108773981",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.104003,22.852863,"Taiwan",2022,3,12,"cdround","https://www.inaturalist.org/observations/108727569","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772577491","108727569",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.600647,24.183908,"Taichung",2022,3,4,"cdround","https://www.inaturalist.org/observations/108014457","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772651490","108014457",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.553195,25.017472,"Taipei",2022,3,13,"cdround","https://www.inaturalist.org/observations/108501648","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3872893608","108501648",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.47543,23.563022,"Taiwan",2022,3,29,"cdround","https://www.inaturalist.org/observations/111751205","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873026581","111751205",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.510528,25.032086,"Taipei",2022,3,17,"cdround","https://www.inaturalist.org/observations/108787259","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873055590","108787259",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.509554,25.031551,"Taipei",2022,3,25,"cdround","https://www.inaturalist.org/observations/109442090","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873581588","109442090",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.664588,23.53888,"Taiwan",2022,4,11,"cdround","https://www.inaturalist.org/observations/111045671","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3759268524","111045671",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.538313,24.935953,"New Taipei",2022,4,11,"cdround","https://www.inaturalist.org/observations/111073113","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759277533","111073113",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.558058,22.037371,"Taiwan",2022,4,11,"cdround","https://www.inaturalist.org/observations/111202223","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759279689","111202223",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.509323,25.031587,"Taipei",2022,4,10,"cdround","https://www.inaturalist.org/observations/111106397","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759284549","111106397",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.552087,25.017447,"Taipei",2022,4,9,"cdround","https://www.inaturalist.org/observations/110816778","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759294341","110816778",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.03082,22.806621,"Taiwan",2022,4,9,"cdround","https://www.inaturalist.org/observations/110858651","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759354347","110858651",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.27673,22.639483,"Kaohsiung",2022,4,14,"cdround","https://www.inaturalist.org/observations/111879158","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759404341","111879158",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.228888,24.952124,"Taipei",2022,4,9,"cdround","https://www.inaturalist.org/observations/110819658","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759470283","110819658",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.597153,24.180547,"Taichung",2022,4,13,"cdround","https://www.inaturalist.org/observations/111268271","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759624799","111268271",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.120035,22.790909,"Taiwan",2022,4,9,"cdround","https://www.inaturalist.org/observations/111178914","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759642707","111178914",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.592281,22.93234,"Kaohsiung",2022,4,13,"cdround","https://www.inaturalist.org/observations/111381236","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759685879","111381236",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.642178,25.225187,"New Taipei",2022,4,9,"cdround","https://www.inaturalist.org/observations/110838209","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759698351","110838209",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.546839,25.003189,"Taipei",2022,4,10,"cdround","https://www.inaturalist.org/observations/111322581","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759732797","111322581",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.520312,25.184805,"New Taipei",2022,4,10,"cdround","https://www.inaturalist.org/observations/111050155","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759764552","111050155",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.500251,23.867089,"Taiwan",2022,4,15,"cdround","https://www.inaturalist.org/observations/111683458","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759955151","111683458",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.535976,25.008126,"Taipei",2022,4,11,"cdround","https://www.inaturalist.org/observations/111071792","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759964555","111071792",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.558,25.016,"Taipei",2022,4,7,"","https://www.inaturalist.org/observations/110656076","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760001179","110656076",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.542541,24.992518,"Taipei",2022,4,9,"cdround","https://www.inaturalist.org/observations/111095330","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760088684","111095330",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.303624,22.692686,"Kaohsiung",2022,4,20,"cdround","https://www.inaturalist.org/observations/112108694","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3760127640","112108694",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.773872,24.269403,"Taichung",2022,4,18,"cdround","https://www.inaturalist.org/observations/111909854","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760180381","111909854",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.597001,22.931397,"Kaohsiung",2022,4,13,"cdround","https://www.inaturalist.org/observations/111481740","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760312994","111481740",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.117199,24.70432,"Taiwan",2022,4,10,"cdround","https://www.inaturalist.org/observations/111294601","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760353839","111294601",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.545107,23.899966,"Taiwan",2022,4,12,"cdround","https://www.inaturalist.org/observations/111221909","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3760362779","111221909",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.609259,23.609621,"Taiwan",2022,4,15,"cdround","https://www.inaturalist.org/observations/111507026","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764088434","111507026",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.259688,23.30647,"Taiwan",2022,4,24,"cdround","https://www.inaturalist.org/observations/113053464","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764111145","113053464",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.618501,23.991575,"Taiwan",2022,4,23,"cdround","https://www.inaturalist.org/observations/112474353","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764133575","112474353",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.487219,23.471279,"Taiwan",2022,4,27,"cdround","https://www.inaturalist.org/observations/113097776","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764141162","113097776",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.534055,25.12047,"Taipei",2022,4,28,"cdround","https://www.inaturalist.org/observations/113189327","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764160268","113189327",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.559499,23.453521,"Taiwan",2022,4,27,"cdround","https://www.inaturalist.org/observations/113049415","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764175103","113049415",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.981569,24.793485,"Kaohsiung",2022,4,29,"cdround","https://www.inaturalist.org/observations/113287068","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764203292","113287068",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.235625,23.329203,"Taiwan",2022,4,23,"cdround","https://www.inaturalist.org/observations/113054852","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764217177","113054852",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.560486,23.587014,"Taiwan",2022,4,14,"cdround","https://www.inaturalist.org/observations/111377950","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764336435","111377950",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.67091,25.081002,"New Taipei",2022,4,26,"cdround","https://www.inaturalist.org/observations/112918150","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764346086","112918150",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.553484,24.990816,"Taipei",2022,4,27,"cdround","https://www.inaturalist.org/observations/113071933","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764346212","113071933",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",121.578989,25.015629,"Taipei",2022,4,27,"cdround","https://www.inaturalist.org/observations/113037373","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764397135","113037373",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.600106,23.59368,"Taiwan",2022,4,26,"cdround","https://www.inaturalist.org/observations/112954613","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764486017","112954613",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Diploderma swinhonis",120.559499,23.453487,"Taiwan",2022,4,27,"cdround","https://www.inaturalist.org/observations/113057194","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764498178","113057194",NA,NA,NA,NA,NA,NA,NA
