"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","type","continent","preparations","county","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.40737,24.654225,"Taipei",2022,6,17,"cdround","https://www.inaturalist.org/observations/122171299","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858830045","122171299",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.534062,24.603414,"Taipei",2022,6,27,"cdround","https://www.inaturalist.org/observations/123801436","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859772510","123801436",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.522347,25.175303,"New Taipei",2022,6,19,"cdround","https://www.inaturalist.org/observations/122585929","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859917409","122585929",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",119.932002,30.300278,"Zhejiang",2022,7,21,"cdround","https://www.inaturalist.org/observations/127207058","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873776195","127207058",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.513358,23.407822,"Taiwan",2022,7,13,"cdround","https://www.inaturalist.org/observations/126588166","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874192019","126588166",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.578912,25.027556,"Taipei",2021,4,23,"cdround","https://www.inaturalist.org/observations/74919243","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109027540","74919243",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.700775,23.498455,"Taiwan",2021,5,22,"cdround","https://www.inaturalist.org/observations/80843283","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302104423","80843283",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",110.13026,23.839589,"Guangxi",2021,5,21,"cdround","https://www.inaturalist.org/observations/80072417","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747232408","80072417",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.439675,24.64677,"Taipei",2021,7,13,"","https://www.inaturalist.org/observations/86959171","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3327839422","86959171",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.592473,22.932118,"Kaohsiung",2021,7,12,"cdround","https://www.inaturalist.org/observations/87088499","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3327934542","87088499",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.584568,25.005658,"Taipei",2021,7,8,"cdround","https://www.inaturalist.org/observations/91551430","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337714480","91551430",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",116.585713,40.452312,"Beijing",2021,7,6,"","https://www.inaturalist.org/observations/87681947","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759899670","87681947",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.561613,25.169292,"Taipei",2021,7,25,"cdround","https://www.inaturalist.org/observations/112034944","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760043488","112034944",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.389089,25.068014,"New Taipei",2021,8,8,"cdround","https://www.inaturalist.org/observations/90381220","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337862069","90381220",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.397802,24.673806,"Taipei",2021,8,28,"cdround","https://www.inaturalist.org/observations/93701860","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355163995","93701860",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.49923,23.261596,"Tainan",2021,8,28,"cdround","https://www.inaturalist.org/observations/93012132","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355546274","93012132",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.448999,24.822729,"New Taipei",2021,8,15,"cdround","https://www.inaturalist.org/observations/99593086","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399392396","99593086",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.86957,29.827403,"Zhejiang",2021,8,28,"cdround","https://www.inaturalist.org/observations/100332947","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415680184","100332947",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",109.140656,26.221043,"Guizhou",2021,8,16,"cdround","https://www.inaturalist.org/observations/120525835","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873480681","120525835",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.576499,25.027223,"Taipei",2021,9,23,"cdround","https://www.inaturalist.org/observations/95847630","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384810952","95847630",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.733729,24.181013,"Taichung",2021,10,21,"cdround","https://www.inaturalist.org/observations/98945674","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398831704","98945674",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.866792,24.25892,"Taichung",2020,4,4,"cdround","https://www.inaturalist.org/observations/45283389","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626252005","45283389",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.280733,24.83686,"Taipei",2020,5,23,"cdround","https://www.inaturalist.org/observations/47223966","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634493438","47223966",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.551969,24.94078,"New Taipei",2020,5,24,"cdround","https://www.inaturalist.org/observations/48742253","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2641540981","48742253",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.408312,24.68595,"Taipei",2020,6,7,"cdround","https://www.inaturalist.org/observations/48887783","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2641506137","48887783",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.687308,22.671263,"Taiwan",2020,6,18,"cdround","https://www.inaturalist.org/observations/50098455","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2802687741","50098455",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.340175,25.015157,"Taipei",2020,6,18,"cdround","https://www.inaturalist.org/observations/50050641","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2803057350","50050641",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.47027,24.653212,"Taiwan",2020,6,18,"cdround","https://www.inaturalist.org/observations/50023389","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2813927640","50023389",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.412513,24.648808,"Taipei",2020,6,30,"cdround","https://www.inaturalist.org/observations/51528670","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814030111","51528670",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.425187,24.649305,"Taipei",2020,6,30,"cdround","https://www.inaturalist.org/observations/51528742","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814455134","51528742",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.51642,25.180097,"New Taipei",2020,7,5,"cdround","https://www.inaturalist.org/observations/52087560","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814467704","52087560",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.004166,23.23883,"Taiwan",2020,7,4,"cdround","https://www.inaturalist.org/observations/52779481","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2818540882","52779481",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.798683,23.672,"Taiwan",2020,7,17,"cdround","https://www.inaturalist.org/observations/53728265","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2823236129","53728265",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.798937,23.671958,"Taiwan",2020,7,17,"cdround","https://www.inaturalist.org/observations/53442069","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2823332739","53442069",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.114719,24.504153,"Taiwan",2020,7,22,"cdround","https://www.inaturalist.org/observations/54007085","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2823383490","54007085",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.616683,25.241122,"New Taipei",2020,7,25,"cdround","https://www.inaturalist.org/observations/55131577","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2826480172","55131577",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.719233,23.456638,"Taiwan",2020,8,8,"cdround","https://www.inaturalist.org/observations/55807727","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2850704791","55807727",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.557264,25.016424,"Taipei",2020,8,5,"cdround","https://www.inaturalist.org/observations/57036804","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2850810558","57036804",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.176825,23.953346,"Taiwan",2020,8,22,"cdround","https://www.inaturalist.org/observations/57406282","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2856662995","57406282",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.323025,24.832704,"Taipei",2020,8,16,"cdround","https://www.inaturalist.org/observations/66324708","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2999191071","66324708",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.418045,24.642467,"Taipei",2020,9,6,"cdround","https://www.inaturalist.org/observations/58950224","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2862372146","58950224",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.828213,23.275828,"Kaohsiung",2020,9,24,"cdround","https://www.inaturalist.org/observations/60661427","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2873912666","60661427",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.859925,23.839242,"Taiwan",2020,9,13,"cdround","https://www.inaturalist.org/observations/61372753","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2873919107","61372753",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.406753,24.662755,"Taipei",2020,9,28,"cdround","https://www.inaturalist.org/observations/61180528","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2873961473","61180528",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.005453,24.414479,"Taiwan",2020,9,24,"cdround","https://www.inaturalist.org/observations/61085494","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2873991406","61085494",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",104.712783,32.467942,"Sichuan",2020,9,2,"cdround","https://www.inaturalist.org/observations/58293098","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3039333664","58293098",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.831969,23.246325,"Kaohsiung",2020,10,17,"cdround","https://www.inaturalist.org/observations/62779354","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2901676764","62779354",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.581866,25.02375,"Taipei",2020,11,6,"cdround","https://www.inaturalist.org/observations/64301341","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2980786289","64301341",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.937012,24.40763,"Taiwan",2020,11,13,"cdround","https://www.inaturalist.org/observations/65076714","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3415376462","65076714",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.885235,23.924587,"Taiwan",2020,12,4,"cdround","https://www.inaturalist.org/observations/66553185","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005119898","66553185",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.369792,23.666767,"Taiwan",2020,12,11,"cdround","https://www.inaturalist.org/observations/66505855","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005209768","66505855",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.405924,24.673757,"Taipei",2019,2,3,"cdround","https://www.inaturalist.org/observations/48229554","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634526979","48229554",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.786217,24.18402,"Taichung",2019,4,13,"cdround","https://www.inaturalist.org/observations/22421400","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2236858176","22421400",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.585213,23.43423,"Taiwan",2019,4,28,"cdround","https://www.inaturalist.org/observations/23627039","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2238895585","23627039",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.585215,23.434192,"Taiwan",2019,4,28,"cdround","https://www.inaturalist.org/observations/23673956","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2238904227","23673956",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.577095,23.43706,"Taiwan",2019,4,28,"cdround","https://www.inaturalist.org/observations/23885263","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2238947101","23885263",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.58443,23.435034,"Taiwan",2019,4,27,"","https://www.inaturalist.org/observations/23922306","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2238950280","23922306",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.369498,23.66684,"Taiwan",2019,5,3,"cdround","https://www.inaturalist.org/observations/24431467","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2242805353","24431467",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.031898,24.08946,"Taiwan",2019,5,4,"cdround","https://www.inaturalist.org/observations/24506963","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2242827544","24506963",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.034318,24.08999,"Taiwan",2019,5,4,"cdround","https://www.inaturalist.org/observations/24506742","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2242828235","24506742",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.506938,25.166668,"New Taipei",2019,6,19,"cdround","https://www.inaturalist.org/observations/27310273","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2269320651","27310273",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.598427,25.089457,"Taipei",2019,6,30,"cdround","https://www.inaturalist.org/observations/28039050","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2283116734","28039050",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.593493,25.097575,"Taipei",2019,6,30,"cdround","https://www.inaturalist.org/observations/28048916","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2283117564","28048916",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",116.199749,25.749163,"Fujian",2019,6,17,"","https://www.inaturalist.org/observations/69450425","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044755876","69450425",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.596397,25.093022,"Taipei",2019,8,10,"cdround","https://www.inaturalist.org/observations/30739358","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2350407168","30739358",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.557682,25.012915,"Taipei",2019,8,27,"cdround","https://www.inaturalist.org/observations/31614092","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397589798","31614092",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.798345,23.628118,"Taiwan",2019,8,27,"cdround","https://www.inaturalist.org/observations/48524714","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2641398675","48524714",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",121.470973,24.653365,"Taiwan",2019,9,13,"cdround","https://www.inaturalist.org/observations/32879978","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2423113803","32879978",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.612072,23.596962,"Taiwan",2019,9,10,"cdround","https://www.inaturalist.org/observations/37877450","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2563564999","37877450",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Lycodon ruhstrati",120.698631,22.759342,"Taiwan",2019,11,2,"cdround","https://www.inaturalist.org/observations/35183298","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2451691121","35183298",NA,NA,NA,NA,NA,NA,NA
