"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality","county","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.166575,22.260105,"Wan Chai",2022,4,30,"","https://www.inaturalist.org/observations/113887239","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772682884","113887239",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.193116,22.437607,"Tai Po",2022,4,29,"cdround","https://www.inaturalist.org/observations/113771736","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772706163","113771736",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.242036,22.383406,"Sha Tin",2022,4,29,"cdround","https://www.inaturalist.org/observations/113681639","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772715961","113681639",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.145411,22.389385,"Tsuen Wan",2022,4,30,"cdround","https://www.inaturalist.org/observations/114245917","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772797965","114245917",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.159537,22.253459,"Southern",2022,4,29,"cdround","https://www.inaturalist.org/observations/114596460","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772948409","114596460",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",113.916342,22.220303,"Islands",2022,4,30,"cdround","https://www.inaturalist.org/observations/115842051","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772949809","115842051",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.141396,22.272393,"Central and Western",2022,4,30,"cdround","https://www.inaturalist.org/observations/114988066","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772967744","114988066",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.182843,22.437055,"Tai Po",2022,4,29,"cdround","https://www.inaturalist.org/observations/115158868","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772967792","115158868",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.174608,22.380478,"Sha Tin",2022,4,29,"cdround","https://www.inaturalist.org/observations/115680142","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773604899","115680142",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.180841,22.581737,"Guangdong",2022,4,30,"cdround","https://www.inaturalist.org/observations/115510630","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3872902652","115510630",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.107239,22.490572,"North",2022,5,2,"cdround","https://www.inaturalist.org/observations/114730303","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772888882","114730303",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",113.994744,22.266138,"Islands",2022,5,2,"cdround","https://www.inaturalist.org/observations/115103042","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773103778","115103042",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.203788,22.337119,"Sha Tin",2022,5,8,"cdround","https://www.inaturalist.org/observations/116153529","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773335749","116153529",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.136892,22.276267,"Central and Western",2022,5,9,"cdround","https://www.inaturalist.org/observations/116349875","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773547388","116349875",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.29834,22.343527,"Sha Tin",2022,5,8,"cdround","https://www.inaturalist.org/observations/116117919","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3773577427","116117919",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.222738,22.293167,"Sha Tin",2022,5,8,"cdround","https://www.inaturalist.org/observations/116117928","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3773580499","116117928",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",113.918788,22.256373,"Islands",2022,5,2,"cdround","https://www.inaturalist.org/observations/115585419","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773597278","115585419",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.150491,22.269392,"Central and Western",2022,5,2,"cdround","https://www.inaturalist.org/observations/115360011","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773637912","115360011",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.170772,22.345187,"Sham Shui Po",2022,5,16,"cdround","https://www.inaturalist.org/observations/117435841","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3785136427","117435841",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.144174,22.274462,"Central and Western",2022,5,25,"cdround","https://www.inaturalist.org/observations/119825326","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859676078","119825326",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.115291,22.225534,"Islands",2022,5,30,"cdround","https://www.inaturalist.org/observations/119531711","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860370812","119531711",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",113.943359,22.276265,"Islands",2022,5,21,"cdround","https://www.inaturalist.org/observations/117961878","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873700601","117961878",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.16945,22.497003,"North",2022,6,11,"cdround","https://www.inaturalist.org/observations/121357716","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858637355","121357716",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.182005,22.476213,"Tai Po",2022,6,20,"cdround","https://www.inaturalist.org/observations/122805453","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859081552","122805453",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.151553,22.268399,"Central and Western",2022,6,29,"cdround","https://www.inaturalist.org/observations/123965324","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859126588","123965324",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.211456,22.281292,"Eastern",2022,6,25,"cdround","https://www.inaturalist.org/observations/123476652","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859822193","123476652",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.343325,22.239211,"Southern",2022,6,23,"cdround","https://www.inaturalist.org/observations/123194846","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3859991039","123194846",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.135017,22.200006,"Islands",2022,6,1,"cdround","https://www.inaturalist.org/observations/119828113","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860168105","119828113",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.178616,22.262046,"Wan Chai",2022,6,29,"cdround","https://www.inaturalist.org/observations/124052842","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860291632","124052842",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.14509,22.278276,"Central and Western",2022,6,15,"cdround","https://www.inaturalist.org/observations/121836227","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860442767","121836227",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.087143,22.281602,"Tsuen Wan",2022,6,4,"cdround","https://www.inaturalist.org/observations/120218055","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860605486","120218055",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.169255,22.496962,"North",2022,6,17,"cdround","https://www.inaturalist.org/observations/123528282","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3872931826","123528282",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",113.994983,22.388702,"Tuen Mun",2022,7,3,"cdround","https://www.inaturalist.org/observations/124509215","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860611090","124509215",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.140919,22.266142,"Central and Western",2022,7,9,"cdround","https://www.inaturalist.org/observations/125464702","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873154541","125464702",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",113.954369,22.405199,"Tuen Mun",2022,7,24,"cdround","https://www.inaturalist.org/observations/127689378","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873357772","127689378",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.264279,22.374513,"Sai Kung",2022,7,23,"cdround","https://www.inaturalist.org/observations/127687451","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874020437","127687451",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.238841,22.261277,"Eastern",2022,7,19,"cdround","https://www.inaturalist.org/observations/126971257","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874120169","126971257",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.144046,22.268912,"Central and Western",2022,7,12,"cdround","https://www.inaturalist.org/observations/125916561","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874126114","125916561",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.090199,22.356228,"Kwai Tsing",2022,8,1,"cdround","https://www.inaturalist.org/observations/129092000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881343859","129092000",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.09075,22.356216,"Kwai Tsing",2022,8,1,"cdround","https://www.inaturalist.org/observations/129092002","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881377893","129092002",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.221145,22.381458,"Sha Tin",2021,1,14,"cdround","https://www.inaturalist.org/observations/68049021","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031781745","68049021",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.14807,22.271607,"Central and Western",2021,1,25,"cdround","https://www.inaturalist.org/observations/68595705","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3032107743","68595705",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.146814,22.267532,"Central and Western",2021,1,25,"cdround","https://www.inaturalist.org/observations/68595712","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3032143783","68595712",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.147718,22.271775,"Central and Western",2021,2,7,"cdround","https://www.inaturalist.org/observations/69200629","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3039475736","69200629",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.118345,22.407614,"Tsuen Wan",2021,2,28,"cdround","https://www.inaturalist.org/observations/72247435","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070755899","72247435",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.159213,22.25389,"Southern",2021,3,7,"cdround","https://www.inaturalist.org/observations/70745215","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3058947373","70745215",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",113.955725,22.234993,"Islands",2021,3,6,"cdround","https://www.inaturalist.org/observations/70659744","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3059034424","70659744",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko chinensis",114.148379,22.275967,"Central and Western",2021,3,8,"cdround","https://www.inaturalist.org/observations/70800863","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3059087551","70800863",NA,NA,NA,NA,NA,NA,NA
