"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","elevation","continent","preparations","locality","type","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.993761,36.025401,"Jeollabuk-do",2021,10,18,"cdround","https://www.inaturalist.org/observations/98580660","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398861349","98580660",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.190487,33.318461,"Jeju",2021,11,26,"cdround","https://www.inaturalist.org/observations/101933973","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3455369723","101933973",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.94009,35.679932,"Gyeongsangnam-do",2021,11,6,"cdround","https://www.inaturalist.org/observations/100393831","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759741762","100393831",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",129.190414,35.175935,"Busan",2020,4,14,"cdround","https://www.inaturalist.org/observations/42151879","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2611020439","42151879",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.157054,35.811366,"Jeollabuk-do",2020,4,30,"cdround","https://www.inaturalist.org/observations/44730136","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620049858","44730136",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.984075,36.020316,"Jeollabuk-do",2020,4,16,"cdround","https://www.inaturalist.org/observations/42296256","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759522412","42296256",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",129.187972,35.18041,"Busan",2020,5,1,"cdround","https://www.inaturalist.org/observations/44461339","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620017636","44461339",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.332602,36.294548,"Daejeon",2020,6,15,"cdround","https://www.inaturalist.org/observations/84965633","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759214614","84965633",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",128.479722,37.259167,"Gangwon-do",2020,9,17,"cdround","https://www.inaturalist.org/observations/59854631","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2868100632","59854631",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",128.480673,37.257957,"Gangwon-do",2020,9,20,"cdround","https://www.inaturalist.org/observations/60158125","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2868103011","60158125",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.46427,36.677238,"Chungcheongnam-do",2020,10,18,"cdround","https://www.inaturalist.org/observations/62873667","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2984423506","62873667",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.476944,36.701667,"Chungcheongnam-do",2020,10,18,"cdround","https://www.inaturalist.org/observations/62873892","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031593005","62873892",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.69817,33.449479,"Jeju",2019,4,17,"cdround","https://www.inaturalist.org/observations/22596622","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2236906799","22596622",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",113.214272,28.805161,"Hunan",2019,4,19,"cdround","https://www.inaturalist.org/observations/22695476","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772446319","22695476",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.186432,36.795287,"Chungcheongnam-do",2019,5,5,"cdround","https://www.inaturalist.org/observations/24582213","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2242850954","24582213",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.445162,36.73077,"Chungcheongnam-do",2019,6,4,"cdround","https://www.inaturalist.org/observations/26435137","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2252063103","26435137",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",128.195147,35.321788,"Gyeongsangnam-do",2019,7,30,"cdround","https://www.inaturalist.org/observations/29919809","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2311409159","29919809",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",128.195158,35.32181,"Gyeongsangnam-do",2019,7,30,"cdround","https://www.inaturalist.org/observations/29919774","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573972073","29919774",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.44252,36.738235,"Chungcheongnam-do",2019,8,8,"","https://www.inaturalist.org/observations/30420928","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573830074","30420928",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.989895,36.01943,"Jeollabuk-do",2019,10,26,"","https://www.inaturalist.org/observations/34906438","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2563468892","34906438",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",128.55279,35.845968,"Daegu",2018,4,21,"cdround","https://www.inaturalist.org/observations/11263140","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1839225711","11263140",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",124.726389,37.977222,"Hwanghae-namdo",2018,5,8,"cdround","https://www.inaturalist.org/observations/17533026","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1931509505","17533026",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.247114,37.373651,"Gyeonggi-do",2018,5,12,"cdround","https://www.inaturalist.org/observations/17957777","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1933580087","17957777",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.471996,36.777483,"Chungcheongnam-do",2018,5,25,"cdround","https://www.inaturalist.org/observations/12786892","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2573781425","12786892",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",130.551667,42.352222,"Rason",2018,6,5,"cdround","https://www.inaturalist.org/observations/16709637","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1935581423","16709637",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.391402,36.418634,"Daejeon",2018,8,31,"cdround","https://www.inaturalist.org/observations/16066063","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1901037638","16066063",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.7977,36.541672,"Chungcheongnam-do",2018,8,9,"cdround","https://www.inaturalist.org/observations/15256888","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2573787812","15256888",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.938714,37.517493,"Seoul",2018,10,3,"cdround","https://www.inaturalist.org/observations/17148727","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1920795734","17148727",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.68753,37.715793,"Gyeonggi-do",2018,10,31,"cdround","https://www.inaturalist.org/observations/95615996","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3384389690","95615996",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.74,36.485556,"Chungcheongbuk-do",2017,2,28,"cdround","https://www.inaturalist.org/observations/5197399","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1453465268","5197399",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",128.415577,35.576234,"Gyeongsangbuk-do",2017,3,11,"","https://www.inaturalist.org/observations/5288254","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1586090471","5288254",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.470871,36.611426,"Chungcheongbuk-do",2017,5,7,"cdround","https://www.inaturalist.org/observations/6124418","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1586092872","6124418",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",129.007335,35.244077,"Gyeongsangnam-do",2017,7,11,"cdround","https://www.inaturalist.org/observations/7009513","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1572391420","7009513",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.442514,36.744964,"Chungcheongnam-do",2017,7,1,"cdround","https://www.inaturalist.org/observations/13733683","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2573783469","13733683",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.446847,36.746169,"Chungcheongnam-do",2017,7,25,"cdround","https://www.inaturalist.org/observations/14512076","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2573785608","14512076",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.440599,36.748204,"Chungcheongnam-do",2017,8,2,"","https://www.inaturalist.org/observations/7312050","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1586121174","7312050",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.442642,36.740906,"Chungcheongnam-do",2017,10,10,"cdround","https://www.inaturalist.org/observations/13798117","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2573783707","13798117",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.64037,34.736411,"Jeollanam-do",2016,5,6,"","https://www.inaturalist.org/observations/3118403","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2573911618","3118403",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.975834,37.515959,"Seoul",2016,8,29,"cdround","https://www.inaturalist.org/observations/122272032","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860388134","122272032",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.42663,36.79877,"Chungcheongnam-do",2015,4,30,"","https://www.inaturalist.org/observations/4750809","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1586089459","4750809",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.786971,36.975241,"Chungcheongbuk-do",2015,5,23,"","https://www.inaturalist.org/observations/4751001","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1453276850","4751001",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.446393,36.745968,"Chungcheongnam-do",2015,9,28,"","https://www.inaturalist.org/observations/2007684","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1898844038","2007684",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.471627,36.778767,"Chungcheongnam-do",2015,9,26,"","https://www.inaturalist.org/observations/1999573","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2574074711","1999573",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",128.680836,35.308051,"Gyeongsangnam-do",2015,10,11,"cdround","https://www.inaturalist.org/observations/62279009","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759584473","62279009",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.006227,36.720824,"Chungcheongnam-do",2014,3,15,"cdround","https://www.inaturalist.org/observations/71270424","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3061549067","71270424",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.840806,36.743561,"Chungcheongnam-do",2014,5,1,"","https://www.inaturalist.org/observations/4674609","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1586089364","4674609",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.441007,36.739262,"Chungcheongnam-do",2014,5,7,"","https://www.inaturalist.org/observations/4674848","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1586089366","4674848",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.642785,36.665709,"Chungcheongnam-do",2014,5,9,"","https://www.inaturalist.org/observations/4674888","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1586089367","4674888",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.442981,36.741532,"Chungcheongnam-do",2014,5,7,"","https://www.inaturalist.org/observations/4674844","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1586089369","4674844",NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.264278,33.335889,NA,2013,2,1,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001334301",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.783236,35.447583,NA,2013,2,28,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001343356",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.737689,35.747558,NA,2013,2,27,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001343459",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.341222,33.241306,NA,2013,2,1,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001345375",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.289667,33.305306,NA,2013,2,1,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001346402",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.263278,33.210694,NA,2013,2,1,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001346403",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.691633,35.651781,NA,2013,2,20,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001347519",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.802564,35.61065,NA,2013,2,25,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001347637",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.327639,33.341694,NA,2013,2,1,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001347643",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.698756,35.483711,NA,2013,2,16,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001348516",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.779506,35.476542,NA,2013,2,28,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001351483",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.690578,35.530361,NA,2013,2,24,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001821572",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.806778,35.604858,NA,2013,2,25,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001863497",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.850964,35.430228,NA,2013,2,19,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001869612",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",127.4738,35.443117,NA,2013,2,26,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001874580",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.674139,33.430639,NA,2013,3,26,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001326268",NA,NA,NA,NA,NA,NA,NA
"ef6e0754-8bf2-4854-9aa3-3a2a1a90810b","HUMAN_OBSERVATION","PRESENT","Takydromus wolteri",126.803114,35.645575,NA,2013,3,23,"cdround,gass84",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3001334304",NA,NA,NA,NA,NA,NA,NA
