"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","type","locality","county","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.162611,22.535272,"North",2022,4,30,"cdround","https://www.inaturalist.org/observations/113855697","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773272727","113855697",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.274827,22.296602,"Sai Kung",2022,4,29,"cdround","https://www.inaturalist.org/observations/114273212","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773334687","114273212",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.177273,22.37945,"Sha Tin",2022,4,29,"cdround","https://www.inaturalist.org/observations/115680140","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773628691","115680140",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.17669,22.379938,"Sha Tin",2022,4,29,"cdround","https://www.inaturalist.org/observations/115680141","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773634782","115680141",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",120.627612,23.725251,"Taiwan",2022,5,1,"cdround","https://www.inaturalist.org/observations/114231928","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772680150","114231928",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.369537,22.399177,"Sai Kung",2022,5,8,"cdround","https://www.inaturalist.org/observations/116237094","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773335896","116237094",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.178025,22.380242,"Sha Tin",2022,5,2,"cdround","https://www.inaturalist.org/observations/115695146","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773623544","115695146",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.21353,22.511955,"North",2022,5,4,"","https://www.inaturalist.org/observations/115523169","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773750784","115523169",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.181209,22.425747,"Tai Po",2022,5,29,"cdround","https://www.inaturalist.org/observations/119194793","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858430513","119194793",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.287147,22.28693,"Sai Kung",2022,5,29,"cdround","https://www.inaturalist.org/observations/119533106","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858522769","119533106",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",113.994303,22.308406,"Islands",2022,5,31,"cdround","https://www.inaturalist.org/observations/119854211","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859927090","119854211",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",113.957505,22.240013,"Islands",2022,6,12,"cdround","https://www.inaturalist.org/observations/122120718","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858830001","122120718",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.118448,22.227823,"Islands",2022,6,21,"cdround","https://www.inaturalist.org/observations/122810195","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858908641","122810195",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.124793,22.366112,"Tsuen Wan",2022,6,5,"cdround","https://www.inaturalist.org/observations/120218082","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858932381","120218082",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.140052,22.444889,"Tai Po",2022,6,17,"cdround","https://www.inaturalist.org/observations/124667097","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859723118","124667097",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.179505,22.467553,"Tai Po",2022,6,5,"cdround","https://www.inaturalist.org/observations/120299751","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859987461","120299751",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",113.81307,22.378059,"Islands",2022,6,4,"cdround,cudc","https://www.inaturalist.org/observations/120320582","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3860498527","120320582",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.247615,22.331672,"Sai Kung",2022,6,20,"cdround","https://www.inaturalist.org/observations/122668709","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860547486","122668709",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.101537,22.351314,"Southern",2022,6,19,"cdround","https://www.inaturalist.org/observations/123635939","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873721794","123635939",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.243592,22.505588,"North",2022,7,12,"cdround","https://www.inaturalist.org/observations/126041154","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873531272","126041154",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.140919,22.266142,"Central and Western",2022,7,9,"cdround","https://www.inaturalist.org/observations/125592900","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873578758","125592900",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.241788,22.505785,"North",2022,7,9,"cdround","https://www.inaturalist.org/observations/125563950","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873676605","125563950",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.242745,22.5056,"North",2022,7,12,"","https://www.inaturalist.org/observations/126041559","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873992214","126041559",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.092379,22.349512,"Kwai Tsing",2022,7,23,"cdround","https://www.inaturalist.org/observations/127669858","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881449560","127669858",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.272247,22.39815,"Sai Kung",2022,7,27,"cdround","https://www.inaturalist.org/observations/128264585","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881499774","128264585",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.147066,22.365006,"Sha Tin",2021,1,17,"cdround","https://www.inaturalist.org/observations/68207344","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031689992","68207344",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.164419,22.252719,"Southern",2021,2,12,"cdround","https://www.inaturalist.org/observations/69558209","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044566107","69558209",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.15789,22.37478,"Sha Tin",2021,2,22,"cdround","https://www.inaturalist.org/observations/69980718","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044817922","69980718",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.213209,22.27735,"Eastern",2021,3,18,"cdround","https://www.inaturalist.org/observations/71511979","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3061642338","71511979",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.151356,22.39712,"Tsuen Wan",2021,3,30,"cdround","https://www.inaturalist.org/observations/72424699","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3070485847","72424699",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.159337,22.254401,"Southern",2021,3,27,"cdround","https://www.inaturalist.org/observations/72173309","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070570711","72173309",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.149695,22.268691,"Central and Western",2021,4,18,"cdround","https://www.inaturalist.org/observations/74365414","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3097281968","74365414",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.146373,22.282691,"Central and Western",2021,4,18,"cdround","https://www.inaturalist.org/observations/74837084","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109020560","74837084",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.216492,22.244588,"Southern",2021,4,28,"cdround","https://www.inaturalist.org/observations/75638392","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109329547","75638392",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.221415,22.239974,"Southern",2021,5,1,"cdround","https://www.inaturalist.org/observations/76169676","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112385992","76169676",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.265378,22.374205,"Sai Kung",2021,5,1,"cdround","https://www.inaturalist.org/observations/77612234","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112487826","77612234",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.263872,22.374361,"Sai Kung",2021,5,1,"cdround","https://www.inaturalist.org/observations/77612227","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112580770","77612227",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.197934,22.278675,"Eastern",2021,5,1,"cdround","https://www.inaturalist.org/observations/76529846","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112651425","76529846",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.160609,22.256582,"Southern",2021,5,3,"cdround","https://www.inaturalist.org/observations/77158176","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112673131","77158176",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",113.917143,22.218485,"Islands",2021,5,3,"cdround","https://www.inaturalist.org/observations/77290091","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112853317","77290091",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.333441,22.463258,"Tai Po",2021,5,14,"cdround","https://www.inaturalist.org/observations/78649378","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3117747571","78649378",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.089591,22.353097,"Kwai Tsing",2021,5,9,"","https://www.inaturalist.org/observations/82176770","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302414957","82176770",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",113.880221,22.244129,"Islands",2021,5,5,"cdround","https://www.inaturalist.org/observations/77443243","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743183358","77443243",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.144606,22.26644,"Central and Western",2021,6,12,"cdround","https://www.inaturalist.org/observations/82802575","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3307192222","82802575",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.051586,22.314588,"Central and Western",2021,6,12,"cdround","https://www.inaturalist.org/observations/82717555","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3307235006","82717555",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.168645,22.495902,"North",2021,6,26,"cdround","https://www.inaturalist.org/observations/84567568","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3321086793","84567568",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.059829,22.369847,"Tsuen Wan",2021,7,1,"cdround","https://www.inaturalist.org/observations/85307674","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325490599","85307674",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.140748,22.266289,"Central and Western",2021,7,3,"cdround","https://www.inaturalist.org/observations/85607573","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325531945","85607573",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.13745,22.265377,"Southern",2021,7,3,"cdround","https://www.inaturalist.org/observations/85774071","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325783061","85774071",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.262791,22.374354,"Sai Kung",2021,7,3,"cdround","https://www.inaturalist.org/observations/86039566","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3328040620","86039566",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.169174,22.494655,"North",2021,7,5,"cdround","https://www.inaturalist.org/observations/86951903","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3328149447","86951903",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.161303,22.254421,"Southern",2021,7,23,"cdround","https://www.inaturalist.org/observations/88917457","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333323322","88917457",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.139097,22.372116,"Kwai Tsing",2021,7,30,"cdround","https://www.inaturalist.org/observations/89194542","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335370687","89194542",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.154829,22.252215,"Southern",2021,7,11,"cdround","https://www.inaturalist.org/observations/103135429","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456182405","103135429",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.146771,22.267641,"Central and Western",2021,8,16,"cdround","https://www.inaturalist.org/observations/91417363","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337658424","91417363",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.146653,22.390122,"Tsuen Wan",2021,8,16,"cdround","https://www.inaturalist.org/observations/91399364","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3338047052","91399364",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.080165,22.419026,"Yuen Long",2021,8,10,"cdround","https://www.inaturalist.org/observations/91251256","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3338073639","91251256",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.089742,22.356477,"Kwai Tsing",2021,10,6,"cdround","https://www.inaturalist.org/observations/97622147","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3391420726","97622147",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.093858,22.356639,"Kwai Tsing",2021,10,30,"cdround","https://www.inaturalist.org/observations/99953674","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3407916988","99953674",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.091183,22.353899,"Kwai Tsing",2021,11,15,"cdround","https://www.inaturalist.org/observations/101332497","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415625414","101332497",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.073525,22.407338,"Yuen Long",2021,11,6,"cdround","https://www.inaturalist.org/observations/100372980","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415643185","100372980",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.231512,22.532846,"North",2021,11,6,"cdround","https://www.inaturalist.org/observations/102236286","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456833551","102236286",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.061211,22.321081,"Southern",2021,12,21,"cdround","https://www.inaturalist.org/observations/103475624","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3455940937","103475624",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.242101,22.290345,"Kwun Tong",2021,12,11,"cdround","https://www.inaturalist.org/observations/102916929","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456582497","102916929",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.210869,22.536158,"North",2020,1,13,"cdround","https://www.inaturalist.org/observations/37578465","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3070311827","37578465",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.221145,22.381458,"Sha Tin",2020,2,17,"cdround","https://www.inaturalist.org/observations/38871812","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2574286700","38871812",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",113.995302,22.268137,"Islands",2020,4,10,"cdround","https://www.inaturalist.org/observations/41907431","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603336135","41907431",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.14009,22.444837,"Tai Po",2020,4,25,"cdround","https://www.inaturalist.org/observations/44048773","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2611177729","44048773",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemidactylus garnotii",114.163853,22.486119,"Tai Po",2020,4,26,"cdround","https://www.inaturalist.org/observations/43533355","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2611289994","43533355",NA,NA,NA,NA,NA,NA,NA
