"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","elevation","locality","continent","preparations","type","county","elevationAccuracy"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",113.891084,22.230397,"Hong Kong",1991,8,26,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-176519","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476695162","R-176519",NA,"Lantau,Catchwater just E. of Shek Pik Reservoir [VERBATIM ELEVATION:ca 90m]","ASIA","whole animal (ethanol)",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",114.119613,22.431466,"Hong Kong",1990,5,22,"cudc,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-175990","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476700565","R-175990",NA,"Kadoorie Farm [VERBATIM ELEVATION:250m]","ASIA","whole animal (ethanol)",NA,"New Territories",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",114.137891,22.409394,"Hong Kong",1990,5,22,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-175992","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476700567","R-175992",360,"NW slope of Tai Mo Shan","ASIA","whole animal (ethanol)",NA,"New Territories",0
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",113.952793,22.257486,"Hong Kong",1990,5,31,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-175994","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476700657","R-175994",780,"Lantau,Sunset Peak or Tai Tung Shan","ASIA","whole animal (ethanol)",NA,NA,0
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",113.929039,22.228959,"Hong Kong",1990,6,24,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-175996","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476700659","R-175996",NA,"Lantau, Ma Po Ping","ASIA","whole animal (ethanol)",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",114.137719,22.409394,"Hong Kong",1990,7,19,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-175993","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476499146","R-175993",450,"SE slope of Tai Mo Shan","ASIA","whole animal (ethanol)",NA,"New Territories",0
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",113.972491,22.27316,"Hong Kong",1990,7,27,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-175995","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476700658","R-175995",200,"Lantau,1.4km NE of Tai Tung Shan","ASIA","whole animal (ethanol)",NA,NA,0
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",114.150256,22.272765,"Hong Kong",1990,10,1,"cdround,colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:217691","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145527530","MVZ:Herp:217691",NA,"between Victoria Peak Tram Station and Pok Fu Lam Reservoir, Pok Fu Lam Country Park, Hong Kong Island","ASIA","whole organism",NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",114.146541,22.389132,"Hong Kong",1988,5,10,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-173287","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476709519","R-173287",NA,"Shing Mun Catchwater","ASIA","whole animal (ethanol)",NA,"New Territories",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",113.971863,22.263605,"Hong Kong",1987,3,11,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-172617","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476497902","R-172617",400,"Hong Kong,Lantau,Lin Fa Shan","ASIA","whole animal (ethanol)",NA,"New Territories",0
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",113.926017,22.258313,"Hong Kong",1987,3,21,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-172616","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476699239","R-172616",NA,"Hong Kong,Lantau,Tei Tong Tsai (360m.)","ASIA","whole animal (ethanol)",NA,"New Territories",NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",114.137859,22.409331,"Hong Kong",1987,3,14,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-172662","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476712120","R-172662",650,"Hong Kong,New Territories,Tai Mo Shan","ASIA","whole animal (ethanol)",NA,"New Territories",0
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Opisthotropis andersonii",114.1667,22.4167,"Hong Kong",1987,5,2,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-172659","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476698819","R-172659",NA,"Hong Kong","ASIA","whole animal (ethanol)",NA,"New Territories",NA
"dfce4512-2062-4cd8-8ce7-bfe59cbbe6aa","MATERIAL_CITATION","PRESENT","Opisthotropis andersonii",114.20183,22.259033,NA,1929,1,NA,"gass84,osiic","http://treatment.plazi.org/id/1B666942FFDFFF97FF59FB31FBBC56A5","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1451078606",NA,252,"Tai Tam",NA,NA,NA,NA,NA
"dfce4512-2062-4cd8-8ce7-bfe59cbbe6aa","MATERIAL_CITATION","PRESENT","Opisthotropis andersonii",114.12003,22.41005,"Shan",1920,5,NA,"gass84,osiic","http://treatment.plazi.org/id/1B666942FFDFFF97FF59FB31FBBC56A5","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1451078607",NA,740,"Shan",NA,NA,NA,NA,NA
"dfce4512-2062-4cd8-8ce7-bfe59cbbe6aa","MATERIAL_CITATION","PRESENT","Opisthotropis andersonii",113.9854,22.643358,"Guangdong Province",NA,NA,NA,"gass84,rdativ,osiic","http://treatment.plazi.org/id/1B666942FFDFFF97FF59FB31FBBC56A5","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1451078609",NA,150,"Shenzhen City",NA,NA,NA,NA,NA
"dfce4512-2062-4cd8-8ce7-bfe59cbbe6aa","MATERIAL_CITATION","PRESENT","Opisthotropis andersonii",114.53973,22.504875,"Guangdong Province",NA,NA,NA,"gass84,rdativ,osiic","http://treatment.plazi.org/id/1B666942FFDFFF97FF59FB31FBBC56A5","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1451078610",NA,102,"Shenzhen City",NA,NA,NA,NA,NA
