"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","county","continent","preparations","elevation","elevationAccuracy","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.576651,25.158412,"Taipei",2022,3,3,"cdround","https://www.inaturalist.org/observations/118256302","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802534896","118256302",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.534559,25.037832,"Taipei",2022,3,26,"cdround","https://www.inaturalist.org/observations/118256316","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802613160","118256316",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",113.787922,23.788372,"Guangdong",2022,3,4,"cdround","https://www.inaturalist.org/observations/128111934","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881699632","128111934",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.5909,23.638585,"Taiwan",2022,4,18,"cdround","https://www.inaturalist.org/observations/111916003","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759784408","111916003",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.584227,24.847378,"New Taipei",2022,4,3,"cdround","https://www.inaturalist.org/observations/110360326","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3760298852","110360326",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.402004,25.127612,"Taipei",2022,4,22,"cdround","https://www.inaturalist.org/observations/112362985","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3764435476","112362985",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.63848,24.74947,"Taiwan",2022,4,28,"","https://www.inaturalist.org/observations/113307966","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772662612","113307966",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.133628,22.905844,"Taiwan",2022,4,30,"cdround","https://www.inaturalist.org/observations/114202939","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772677035","114202939",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.470058,23.487022,"Taiwan",2022,4,28,"cdround","https://www.inaturalist.org/observations/115909342","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773068316","115909342",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.625542,24.751288,"Taiwan",2022,4,30,"cdround","https://www.inaturalist.org/observations/115673759","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773500092","115673759",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.945535,24.844043,"Taiwan",2022,4,24,"cdround","https://www.inaturalist.org/observations/115486957","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773566851","115486957",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.554773,24.669847,"Taiwan",2022,4,15,"cdround","https://www.inaturalist.org/observations/124184779","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858687751","124184779",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.606578,23.588546,"Taiwan",2022,5,1,"cdround","https://www.inaturalist.org/observations/114225469","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772405938","114225469",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.649375,23.402917,"Taiwan",2022,5,2,"cdround","https://www.inaturalist.org/observations/114527951","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772506327","114527951",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.342585,25.01766,"Taipei",2022,5,4,"","https://www.inaturalist.org/observations/116032292","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772923900","116032292",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.433008,23.239772,"Tainan",2022,5,1,"cdround","https://www.inaturalist.org/observations/115081627","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773163089","115081627",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.149614,22.813456,"Taiwan",2022,5,1,"cdround","https://www.inaturalist.org/observations/114119727","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773302842","114119727",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.611345,23.428317,"Taiwan",2022,5,23,"cdround","https://www.inaturalist.org/observations/118483132","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802377280","118483132",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.604788,23.459725,"Taiwan",2022,5,30,"cdround","https://www.inaturalist.org/observations/120785415","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858401913","120785415",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.605317,25.079211,"Taipei",2022,5,29,"cdround","https://www.inaturalist.org/observations/119210049","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3859708533","119210049",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.380673,24.684404,"Taipei",2022,6,18,"cdround","https://www.inaturalist.org/observations/122425184","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858638295","122425184",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.59456,25.096948,"Taipei",2022,6,5,"cdround","https://www.inaturalist.org/observations/120917495","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858706989","120917495",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.421387,23.421935,"Taiwan",2022,6,21,"cdround","https://www.inaturalist.org/observations/123497988","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858714107","123497988",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",119.518862,26.646637,"Fujian",2022,6,28,"cdround","https://www.inaturalist.org/observations/123987822","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858767537","123987822",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.690909,23.602457,"Taiwan",2022,6,14,"cdround","https://www.inaturalist.org/observations/121727258","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858876734","121727258",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.595743,25.095703,"Taipei",2022,6,5,"cdround","https://www.inaturalist.org/observations/120916803","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859216022","120916803",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.595642,25.095617,"Taipei",2022,6,5,"cdround","https://www.inaturalist.org/observations/120434373","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859549589","120434373",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",117.818575,29.234739,"Jiangxi",2022,6,3,"cdround","https://www.inaturalist.org/observations/120323289","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859639537","120323289",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.499581,24.946171,"New Taipei",2022,6,29,"cdround","https://www.inaturalist.org/observations/123936262","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859743682","123936262",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",119.28406,26.163835,"Fujian",2022,6,15,"cdround","https://www.inaturalist.org/observations/124684798","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859901032","124684798",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.53653,25.145111,"Taipei",2022,6,3,"cdround","https://www.inaturalist.org/observations/120313810","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860150524","120313810",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",119.491191,26.664093,"Fujian",2022,6,20,"cdround","https://www.inaturalist.org/observations/123238202","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860218989","123238202",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.611017,23.428363,"Taiwan",2022,6,6,"cdround","https://www.inaturalist.org/observations/120783667","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860406893","120783667",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.804832,24.613301,"Taiwan",2022,6,13,"cdround","https://www.inaturalist.org/observations/125905262","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873538984","125905262",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.339032,25.014752,"Taipei",2022,7,2,"cdround","https://www.inaturalist.org/observations/124406284","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858944022","124406284",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.340772,25.01562,"Taipei",2022,7,2,"cdround","https://www.inaturalist.org/observations/124406286","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3859096968","124406286",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.608198,25.047345,"Taipei",2022,7,6,"cdround","https://www.inaturalist.org/observations/125093131","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860142495","125093131",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.447257,24.942959,"New Taipei",2022,7,6,"cdround","https://www.inaturalist.org/observations/124982911","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860604404","124982911",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.477678,24.982785,"New Taipei",2022,7,16,"cdround","https://www.inaturalist.org/observations/126469589","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3872937187","126469589",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.493934,25.158348,"New Taipei",2022,7,12,"cdround","https://www.inaturalist.org/observations/126131034","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3872990151","126131034",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.493089,23.861536,"Taiwan",2022,7,20,"cdround","https://www.inaturalist.org/observations/127095171","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873096788","127095171",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.24781,23.311958,"Taiwan",2022,7,6,"cdround","https://www.inaturalist.org/observations/125411729","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873172493","125411729",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.705612,24.718213,"Taiwan",2022,7,19,"cdround","https://www.inaturalist.org/observations/126941889","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873419452","126941889",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.518303,23.89372,"Taiwan",2022,7,14,"cdround","https://www.inaturalist.org/observations/126189743","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873846026","126189743",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.610041,23.586165,"Taiwan",2022,7,17,"cdround","https://www.inaturalist.org/observations/126752435","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874170300","126752435",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.366983,22.810031,"Kaohsiung",2022,7,27,"cdround","https://www.inaturalist.org/observations/128068644","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881353585","128068644",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.340989,22.823325,"Kaohsiung",2022,7,27,"cdround","https://www.inaturalist.org/observations/128068535","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881469579","128068535",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.509944,25.205394,"New Taipei",2022,7,27,"cdround","https://www.inaturalist.org/observations/128268281","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881610868","128268281",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.669572,25.079283,"New Taipei",2022,7,7,"cdround","https://www.inaturalist.org/observations/125138487","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881705475","125138487",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",114.083251,23.613986,"Guangdong",2022,7,26,"cdround","https://www.inaturalist.org/observations/128113603","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881786588","128113603",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.52552,23.896022,"Taiwan",2022,7,28,"cdround","https://www.inaturalist.org/observations/128764637","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881826133","128764637",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.610362,24.16658,"Taiwan",2021,1,28,"cdround","https://www.inaturalist.org/observations/68722735","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3032067008","68722735",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.588711,24.986954,"Taipei",2021,2,26,"cdround","https://www.inaturalist.org/observations/73028803","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079918735","73028803",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.587211,24.980344,"Taipei",2021,2,20,"cdround","https://www.inaturalist.org/observations/88361311","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3333321783","88361311",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",114.30546,22.553702,"Tai Po",2021,3,8,"cdround","https://www.inaturalist.org/observations/70816327","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3058990696","70816327",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.775171,25.147023,"Taiwan",2021,3,11,"cdround","https://www.inaturalist.org/observations/70993770","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3059035226","70993770",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",114.252719,22.59124,"Tai Po",2021,3,2,"cdround","https://www.inaturalist.org/observations/70444920","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3059130549","70444920",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.577566,25.029633,"Taipei",2021,3,11,"cdround","https://www.inaturalist.org/observations/71051316","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3061578553","71051316",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.349532,24.959479,"New Taipei",2021,3,29,"cdround","https://www.inaturalist.org/observations/72432919","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070376105","72432919",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.03015,24.777345,"Kaohsiung",2021,4,13,"","https://www.inaturalist.org/observations/73849610","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3090712745","73849610",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.766547,24.062181,"Taichung",2021,4,11,"cdround","https://www.inaturalist.org/observations/73596872","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3090738390","73596872",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.531337,25.129436,"Taipei",2021,4,27,"cdround","https://www.inaturalist.org/observations/75626930","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109109507","75626930",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",120.591925,22.930988,"Kaohsiung",2021,4,26,"cdround","https://www.inaturalist.org/observations/75407116","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109294170","75407116",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.139021,24.705704,"Taiwan",2021,4,30,"cdround","https://www.inaturalist.org/observations/75849002","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112562629","75849002",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.150953,22.859836,"Taiwan",2021,5,2,"cdround","https://www.inaturalist.org/observations/76562335","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112758415","76562335",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",110.586501,30.075539,"Hunan",2021,5,1,"cdround","https://www.inaturalist.org/observations/77804771","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113265772","77804771",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.150757,22.860015,"Taiwan",2021,5,2,"cdround","https://www.inaturalist.org/observations/77722494","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113311690","77722494",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Protobothrops mucrosquamatus",121.400333,24.673144,"Taipei",2021,5,8,"cdround","https://www.inaturalist.org/observations/78198535","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113546332","78198535",NA,NA,NA,NA,NA,NA,NA
