"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","continent","preparations","county","elevation","type","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",113.649926,23.641033,"Guangdong",2021,2,2,"cdround","https://www.inaturalist.org/observations/69082540","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3039339402","69082540",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.292486,22.303925,"Sai Kung",2021,2,4,"cdround","https://www.inaturalist.org/observations/69037506","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3039429387","69037506",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.463839,25.108699,"Taipei",2021,3,11,"cdround","https://www.inaturalist.org/observations/71051318","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3061580570","71051318",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",119.929259,26.157282,"Fujian",2021,3,26,"cdround,cucdmis","https://www.inaturalist.org/observations/73068414","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079910811","73068414",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.571415,24.992161,"Taipei",2021,3,1,"cdround","https://www.inaturalist.org/observations/95163990","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385124220","95163990",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",120.578698,23.596259,"Taiwan",2021,3,8,"cdround","https://www.inaturalist.org/observations/113313428","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772452641","113313428",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.278909,22.315177,"Sai Kung",2021,4,1,"cdround","https://www.inaturalist.org/observations/72596972","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070735896","72596972",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.175873,22.245605,"Southern",2021,4,6,"cdround","https://www.inaturalist.org/observations/73094071","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079627860","73094071",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.175177,22.244833,"Southern",2021,4,2,"cdround","https://www.inaturalist.org/observations/72670984","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079838312","72670984",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.17517,22.245603,"Southern",2021,4,6,"cdround","https://www.inaturalist.org/observations/73808284","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3090790678","73808284",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",120.933335,24.011743,"Taiwan",2021,4,23,"cdround","https://www.inaturalist.org/observations/75154120","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3109029853","75154120",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",113.553333,22.123889,"Ilhas",2021,4,4,"cdround","https://www.inaturalist.org/observations/72875229","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112328415","72875229",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",120.977845,24.741787,"Taiwan",2021,4,25,"cdround","https://www.inaturalist.org/observations/75282236","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333101404","75282236",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",120.181414,23.204703,"Tainan",2021,4,10,"cdround","https://www.inaturalist.org/observations/73475037","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3872913433","73475037",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.022629,22.294714,"Islands",2021,5,1,"cdround","https://www.inaturalist.org/observations/76152728","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112530970","76152728",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.21962,22.52545,"North",2021,5,4,"","https://www.inaturalist.org/observations/77234806","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112598243","77234806",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.212315,22.221924,"Southern",2021,5,10,"cdround","https://www.inaturalist.org/observations/78432911","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113468594","78432911",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.191484,22.358274,"Sham Shui Po",2021,5,12,"cdround","https://www.inaturalist.org/observations/78428642","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113498645","78428642",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.396675,23.717122,"Taiwan",2021,5,15,"cdround","https://www.inaturalist.org/observations/78777934","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3117897780","78777934",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",113.803826,22.392184,"Islands",2021,5,26,"cdround,cudc","https://www.inaturalist.org/observations/80433050","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3124490107","80433050",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.397255,23.71772,"Taiwan",2021,5,2,"cdround","https://www.inaturalist.org/observations/76389738","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3124558421","76389738",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.176178,22.244566,"Southern",2021,5,13,"cdround","https://www.inaturalist.org/observations/79593914","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3124605561","79593914",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",113.562926,22.124122,"Ilhas",2021,5,30,"cdround","https://www.inaturalist.org/observations/80862015","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3301977223","80862015",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.082233,22.765101,"Taiwan",2021,5,23,"cdround","https://www.inaturalist.org/observations/79882918","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333052428","79882918",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.23687,22.233562,"Southern",2021,5,2,"cdround","https://www.inaturalist.org/observations/76561142","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337431476","76561142",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",113.992508,22.527864,"Guangdong",2021,5,2,"","https://www.inaturalist.org/observations/101097469","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3416068653","101097469",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.760269,24.631544,"Taiwan",2021,5,28,"cdround","https://www.inaturalist.org/observations/80654290","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3455309228","80654290",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.215713,22.524053,"North",2021,6,5,"cdround","https://www.inaturalist.org/observations/81892790","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302078227","81892790",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",120.854971,24.692561,"Taiwan",2021,6,9,"cdround","https://www.inaturalist.org/observations/82272929","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302406449","82272929",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.565409,24.991236,"Taipei",2021,6,4,"cdround","https://www.inaturalist.org/observations/81687425","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302477537","81687425",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",120.527168,23.639029,"Taiwan",2021,6,16,"cdround","https://www.inaturalist.org/observations/83461275","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3314483589","83461275",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.028495,22.494524,"Yuen Long",2021,6,21,"cdround","https://www.inaturalist.org/observations/83919438","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3314511078","83919438",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.236509,22.267949,"Eastern",2021,6,28,"cdround","https://www.inaturalist.org/observations/84915561","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3320924213","84915561",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.110587,22.229541,"Islands",2021,6,28,"cdround","https://www.inaturalist.org/observations/84840532","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3321100100","84840532",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",120.477195,23.485728,"Taiwan",2021,6,29,"cdround","https://www.inaturalist.org/observations/84927678","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3321119252","84927678",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.584647,25.004358,"Taipei",2021,6,13,"cdround","https://www.inaturalist.org/observations/95163988","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384944272","95163988",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.060325,22.764625,"Taiwan",2021,7,2,"","https://www.inaturalist.org/observations/85545378","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325546853","85545378",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",113.563922,22.126089,"Ilhas",2021,7,30,"cdround","https://www.inaturalist.org/observations/89167021","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759536662","89167021",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.155488,22.501413,"North",2021,8,21,"cdround","https://www.inaturalist.org/observations/91934247","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3344041997","91934247",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.122585,22.961086,"Taiwan",2021,8,27,"cdround","https://www.inaturalist.org/observations/104099856","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3457104714","104099856",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.56144,24.998114,"Taipei",2021,8,2,"cdround","https://www.inaturalist.org/observations/126381948","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873931987","126381948",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",113.553889,22.1175,"Ilhas",2021,9,5,"cdround","https://www.inaturalist.org/observations/93686065","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355400956","93686065",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",114.278394,22.315216,"Sai Kung",2021,9,6,"cdround","https://www.inaturalist.org/observations/93854565","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355651149","93854565",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.581107,24.966817,"Taipei",2021,9,17,"cdround","https://www.inaturalist.org/observations/95163987","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384944323","95163987",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",120.752305,24.227292,"Taichung",2021,9,28,"cdround","https://www.inaturalist.org/observations/96444867","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385128592","96444867",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.590775,25.000719,"Taipei",2021,9,20,"cdround","https://www.inaturalist.org/observations/98801002","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398908549","98801002",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.557001,24.989098,"Taipei",2021,9,26,"cdround","https://www.inaturalist.org/observations/98582899","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399217339","98582899",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Ptyas mucosa",121.590515,25.000912,"Taipei",2021,9,9,"cdround","https://www.inaturalist.org/observations/126381951","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873946790","126381951",NA,NA,NA,NA,NA,NA,NA
