"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","preparations","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.002304,22.485658,"Tai Po",2022,6,29,"cdround","https://www.inaturalist.org/observations/124071251","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860661685","124071251",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.058283,22.344226,"Tsuen Wan",2022,6,25,"cdround","https://www.inaturalist.org/observations/125285167","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3872907206","125285167",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.106923,22.449881,"Tsuen Wan",2022,7,5,"cdround","https://www.inaturalist.org/observations/124914510","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858680298","124914510",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",118.261833,24.430762,"Fujian",2022,7,22,"cdround","https://www.inaturalist.org/observations/127644622","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873162367","127644622",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.098906,22.272785,"Tsuen Wan",2022,7,21,"cdround","https://www.inaturalist.org/observations/127340183","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873912810","127340183",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.194014,22.447442,"North",2022,7,23,"cdround","https://www.inaturalist.org/observations/127523580","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873933311","127523580",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.045035,22.479179,"North",2022,7,23,"cdround","https://www.inaturalist.org/observations/127642033","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873983264","127642033",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.098854,22.53393,"North",2022,7,23,"cdround","https://www.inaturalist.org/observations/127531975","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874025126","127531975",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",118.268433,24.424768,"Fujian",2022,7,22,"cdround","https://www.inaturalist.org/observations/127471616","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874118153","127471616",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.124811,22.455092,"Tai Po",2022,8,1,"cdround","https://www.inaturalist.org/observations/128951902","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881545748","128951902",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.148349,22.453419,"Yuen Long",2021,2,4,"cdround","https://www.inaturalist.org/observations/69042298","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3039309395","69042298",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.141828,22.527482,"Yuen Long",2021,2,19,"cdround","https://www.inaturalist.org/observations/69809066","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044863628","69809066",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.086567,22.454319,"Yuen Long",2021,2,19,"cdround","https://www.inaturalist.org/observations/69809083","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044936576","69809083",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.127026,22.229459,"Islands",2021,3,10,"cdround","https://www.inaturalist.org/observations/70936823","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3059124766","70936823",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.302779,22.522956,"Tai Po",2021,3,16,"cdround","https://www.inaturalist.org/observations/71337213","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3061597201","71337213",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.966115,22.357509,"Islands",2021,4,29,"cdround","https://www.inaturalist.org/observations/120487036","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858374629","120487036",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.923028,22.34579,"Islands",2021,4,29,"cdround","https://www.inaturalist.org/observations/120486938","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860195635","120486938",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.901138,22.327026,"Islands",2021,5,8,"cdround","https://www.inaturalist.org/observations/77916853","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113348947","77916853",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.503327,22.250762,"Guangdong",2021,5,19,"cdround","https://www.inaturalist.org/observations/80073591","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3124753461","80073591",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.179773,22.578249,"Yuen Long",2021,5,8,"cdround","https://www.inaturalist.org/observations/81428706","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302157632","81428706",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.271782,22.590324,"Tai Po",2021,5,6,"cdround","https://www.inaturalist.org/observations/77622851","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3468736476","77622851",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.240608,22.497378,"Tai Po",2021,5,6,"cdround","https://www.inaturalist.org/observations/106536158","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499474656","106536158",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.013044,22.306645,"Tsuen Wan",2021,6,20,"cdround","https://www.inaturalist.org/observations/83787567","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3314150952","83787567",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.407078,22.23972,"Guangdong",2021,7,5,"cdround","https://www.inaturalist.org/observations/87883186","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330589314","87883186",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.559301,22.321367,"Guangdong",2021,7,21,"cdround","https://www.inaturalist.org/observations/87885485","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330623228","87885485",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.987252,22.348513,"Islands",2021,7,22,"cdround","https://www.inaturalist.org/observations/88138404","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330664521","88138404",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.490379,22.327448,"Guangdong",2021,7,24,"cdround","https://www.inaturalist.org/observations/88280218","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333127672","88280218",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.133245,22.355638,"Tsuen Wan",2021,7,26,"cdround","https://www.inaturalist.org/observations/88711466","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3333252160","88711466",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.194251,22.344061,"Tsuen Wan",2021,7,26,"cdround","https://www.inaturalist.org/observations/88711236","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3333361150","88711236",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.124073,22.486568,"Tai Po",2021,7,27,"cdround","https://www.inaturalist.org/observations/89748813","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3335325285","89748813",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.478713,22.232313,"Guangdong",2021,7,30,"cdround","https://www.inaturalist.org/observations/89285725","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335337781","89285725",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.406563,22.224897,"Guangdong",2021,7,31,"cdround","https://www.inaturalist.org/observations/89363042","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335450855","89363042",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.050614,22.347894,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536161","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499486643","106536161",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.117485,22.365616,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536163","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499487672","106536163",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.034764,22.377057,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536162","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499488661","106536162",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.195435,22.281379,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536165","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499490676","106536165",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.137668,22.366956,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536166","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499491663","106536166",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.032869,22.375149,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536169","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499493636","106536169",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.062009,22.328771,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536168","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499495664","106536168",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.120028,22.329199,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536167","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499501659","106536167",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.151856,22.331504,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536177","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499522657","106536177",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.017095,22.228947,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536178","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499523660","106536178",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.168939,22.345128,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536179","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499525642","106536179",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.127533,22.241287,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536181","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499557583","106536181",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.042266,22.387107,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536184","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499560642","106536184",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.0176,22.224755,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536183","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499562610","106536183",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.196505,22.359869,"Tsuen Wan",2021,7,28,"cdround","https://www.inaturalist.org/observations/106536182","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499565633","106536182",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.545337,22.391713,"Guangdong",2021,8,4,"cdround","https://www.inaturalist.org/observations/89982186","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335278545","89982186",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.03389,22.572131,"Yuen Long",2021,8,1,"cdround,cudc","https://www.inaturalist.org/observations/89445554","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335346976","89445554",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.499751,22.373264,"Guangdong",2021,8,2,"cdround","https://www.inaturalist.org/observations/89637496","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335441146","89637496",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.50558,22.295129,"Guangdong",2021,8,2,"cdround","https://www.inaturalist.org/observations/89640492","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335442172","89640492",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.115904,22.223776,"Islands",2021,8,8,"cdround","https://www.inaturalist.org/observations/90395838","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337437935","90395838",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.404162,22.374931,"Guangdong",2021,8,10,"cdround","https://www.inaturalist.org/observations/90791761","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337565975","90791761",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.03089,22.399572,"Tsuen Wan",2021,8,17,"cdround","https://www.inaturalist.org/observations/91645081","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3337658871","91645081",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.89336,22.385067,"Islands",2021,8,12,"cdround","https://www.inaturalist.org/observations/91421065","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337664290","91421065",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.096422,22.398255,"Sha Tin",2021,8,10,"cdround","https://www.inaturalist.org/observations/90749352","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3337785993","90749352",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.544005,22.264025,"Guangdong",2021,8,8,"cdround","https://www.inaturalist.org/observations/90402699","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337993395","90402699",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.455123,22.309517,"Guangdong",2021,8,8,"cdround","https://www.inaturalist.org/observations/90401789","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337997426","90401789",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.452053,22.232031,"Guangdong",2021,8,8,"cdround","https://www.inaturalist.org/observations/90402437","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3338051451","90402437",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.020684,22.304641,"Kwai Tsing",2021,8,16,"cdround","https://www.inaturalist.org/observations/91504938","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3338055313","91504938",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.544297,22.289294,"Guangdong",2021,8,25,"cdround","https://www.inaturalist.org/observations/92378618","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343746257","92378618",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.428055,22.353513,"Guangdong",2021,8,19,"cdround","https://www.inaturalist.org/observations/91842840","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343790861","91842840",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.482483,22.364778,"Guangdong",2021,8,20,"cdround","https://www.inaturalist.org/observations/92379366","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343851267","92379366",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.012698,22.49595,"Yuen Long",2021,8,19,"cdround","https://www.inaturalist.org/observations/92209856","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343994342","92209856",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.417804,22.290745,"Guangdong",2021,8,20,"cdround","https://www.inaturalist.org/observations/92379170","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3344072828","92379170",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.153411,22.3861,"Tsuen Wan",2021,8,1,"cdround","https://www.inaturalist.org/observations/106536173","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499518671","106536173",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.192899,22.318658,"Tsuen Wan",2021,8,1,"cdround","https://www.inaturalist.org/observations/106536172","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499519604","106536172",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.054036,22.372061,"Tsuen Wan",2021,8,1,"cdround","https://www.inaturalist.org/observations/106536175","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499521648","106536175",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.103537,22.327311,"Tsuen Wan",2021,8,1,"cdround","https://www.inaturalist.org/observations/106536174","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499526699","106536174",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.12425,22.360383,"Tsuen Wan",2021,8,1,"cdround","https://www.inaturalist.org/observations/106536185","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499563651","106536185",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.193103,22.232595,"Tsuen Wan",2021,8,1,"cdround","https://www.inaturalist.org/observations/106536187","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499566663","106536187",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.027669,22.377252,"Tsuen Wan",2021,8,1,"cdround","https://www.inaturalist.org/observations/106536188","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499577662","106536188",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",113.839692,22.219441,"Islands",2021,9,14,"cdround","https://www.inaturalist.org/observations/94802412","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3384073836","94802412",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.388608,22.332301,"Sai Kung",2021,9,18,"cdround","https://www.inaturalist.org/observations/95262714","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384706426","95262714",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.190275,22.255949,"Tsuen Wan",2021,10,3,"cdround","https://www.inaturalist.org/observations/97042544","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3384769236","97042544",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.079958,22.236539,"Tsuen Wan",2021,10,3,"cdround","https://www.inaturalist.org/observations/97042619","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3384971273","97042619",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.067912,22.379971,"Tsuen Wan",2021,10,27,"cdround","https://www.inaturalist.org/observations/99871382","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3408108832","99871382",NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Python bivittatus",114.04254,22.219239,"Sha Tin",2021,10,31,"cdround","https://www.inaturalist.org/observations/99871621","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3408249869","99871621",NA,NA,NA
