"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","elevation","elevationAccuracy","continent","preparations","type"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.267371,22.219992,"Sai Kung",2022,7,3,"cdround","https://www.inaturalist.org/observations/124609636","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3858818139","124609636",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.265699,22.374477,"Sai Kung",2022,7,3,"cdround","https://www.inaturalist.org/observations/124685216","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860170146","124685216",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",120.246031,23.054155,"Tainan",2022,7,2,"cdround","https://www.inaturalist.org/observations/124527589","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860662083","124527589",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.270787,22.383689,"Sai Kung",2022,7,23,"cdround","https://www.inaturalist.org/observations/127781554","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873431545","127781554",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.264403,22.37454,"Sai Kung",2022,7,23,"cdround","https://www.inaturalist.org/observations/127687371","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873548579","127687371",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",120.641822,24.025594,"Taiwan",2022,7,8,"cdround","https://www.inaturalist.org/observations/125299017","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873560225","125299017",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.333294,22.416911,"Tai Po",2022,7,3,"cdround","https://www.inaturalist.org/observations/125451339","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873578550","125451339",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.359032,23.183855,"Guangdong",2022,7,7,"cdround","https://www.inaturalist.org/observations/125157799","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873593813","125157799",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.265603,22.374445,"Sai Kung",2022,7,23,"cdround","https://www.inaturalist.org/observations/127687019","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873764407","127687019",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.576741,22.774945,"Guangdong",2022,7,25,"cdround","https://www.inaturalist.org/observations/127962401","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873806818","127962401",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",120.554497,22.911205,"Kaohsiung",2022,7,8,"cdround","https://www.inaturalist.org/observations/126067264","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873958325","126067264",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.265746,22.374426,"Sai Kung",2022,7,24,"cdround","https://www.inaturalist.org/observations/127681279","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873989673","127681279",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.204763,22.521718,"Tai Po",2022,7,26,"cdround","https://www.inaturalist.org/observations/128016968","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874020858","128016968",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.264637,22.374528,"Sai Kung",2022,7,24,"cdround","https://www.inaturalist.org/observations/127680838","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874067601","127680838",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.296183,22.339798,"Sai Kung",2022,7,16,"cdround","https://www.inaturalist.org/observations/126514943","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3874169947","126514943",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.330499,22.288637,"Sai Kung",2022,7,26,"cdround","https://www.inaturalist.org/observations/128742856","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881392222","128742856",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.141472,22.449653,"Tai Po",2022,7,19,"cdround","https://www.inaturalist.org/observations/129102454","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881442171","129102454",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.979799,22.244257,"Islands",2022,7,31,"cdround","https://www.inaturalist.org/observations/128740534","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3881898393","128740534",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",120.386862,24.044451,"Taiwan",2021,1,20,"cdround","https://www.inaturalist.org/observations/68368874","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031940332","68368874",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.551968,22.120919,"Ilhas",2021,1,15,"cdround","https://www.inaturalist.org/observations/68140377","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3032102955","68140377",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.119602,22.556921,"Guangdong",2021,1,22,"cdround","https://www.inaturalist.org/observations/72872657","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079921550","72872657",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",120.725667,24.350578,"Taiwan",2021,1,2,"cdround","https://www.inaturalist.org/observations/95710604","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384869825","95710604",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.265273,22.374598,"Sai Kung",2021,2,12,"cdround","https://www.inaturalist.org/observations/69454792","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044893915","69454792",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.912534,22.247995,"Islands",2021,2,28,"cdround","https://www.inaturalist.org/observations/71534801","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3067735534","71534801",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.079227,22.552488,"Guangdong",2021,3,3,"cdround","https://www.inaturalist.org/observations/70486578","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3058963918","70486578",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.049547,22.497737,"Yuen Long",2021,3,27,"cdround","https://www.inaturalist.org/observations/72155040","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3070392806","72155040",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.263836,22.373756,"Sai Kung",2021,4,2,"cdround","https://www.inaturalist.org/observations/72733125","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079696310","72733125",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",121.922889,25.015886,"New Taipei",2021,4,2,"cdround","https://www.inaturalist.org/observations/72681550","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3079806280","72681550",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.107099,22.493325,"North",2021,5,2,"cdround","https://www.inaturalist.org/observations/76553293","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3112400462","76553293",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",121.761832,24.633427,"Taiwan",2021,5,9,"cdround","https://www.inaturalist.org/observations/77993006","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456369400","77993006",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.251896,22.02912,"Guangdong",2021,6,3,"cdround","https://www.inaturalist.org/observations/82429701","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302262289","82429701",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.369927,22.134307,"Guangdong",2021,6,3,"cdround","https://www.inaturalist.org/observations/82431291","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302359393","82431291",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",106.987289,20.79457,"H<U+1EA3>i Phong",2021,6,1,"cdround","https://www.inaturalist.org/observations/81127188","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302530933","81127188",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.177299,22.50661,"North",2021,6,13,"cdround","https://www.inaturalist.org/observations/83117273","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3307525318","83117273",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",120.522447,23.638567,"Taiwan",2021,6,20,"cdround","https://www.inaturalist.org/observations/83906424","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3314191113","83906424",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.243873,22.721673,"Guangdong",2021,6,20,"cdround","https://www.inaturalist.org/observations/83736276","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3314225928","83736276",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.978256,22.240766,"Islands",2021,6,24,"cdround","https://www.inaturalist.org/observations/85101259","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3321231483","85101259",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.118645,22.432114,"Tai Po",2021,7,2,"cdround","https://www.inaturalist.org/observations/85321881","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325558619","85321881",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.265382,22.374293,"Sai Kung",2021,7,3,"cdround","https://www.inaturalist.org/observations/86107260","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325730422","86107260",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.97581,22.241265,"Islands",2021,7,10,"cdround","https://www.inaturalist.org/observations/86689725","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3327735158","86689725",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.264228,22.374484,"Sai Kung",2021,7,12,"cdround","https://www.inaturalist.org/observations/86689475","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3327778131","86689475",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.917224,22.220092,"Islands",2021,7,12,"cdround","https://www.inaturalist.org/observations/86708223","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3327920138","86708223",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.033934,22.495057,"Yuen Long",2021,7,9,"cdround","https://www.inaturalist.org/observations/90028455","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335471578","90028455",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.113904,22.569097,"Guangdong",2021,7,20,"cdround","https://www.inaturalist.org/observations/93821934","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355745095","93821934",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.190371,22.454857,"North",2021,7,30,"cdround","https://www.inaturalist.org/observations/106536170","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3499515588","106536170",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.998464,22.533112,"Guangdong",2021,7,17,"cdround","https://www.inaturalist.org/observations/116554425","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3773259254","116554425",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.158104,22.876236,"Guangdong",2021,8,6,"cdround","https://www.inaturalist.org/observations/90362002","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337435839","90362002",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.265122,22.374443,"Sai Kung",2021,8,7,"cdround","https://www.inaturalist.org/observations/90252309","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337470207","90252309",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.563922,22.126089,"Ilhas",2021,8,6,"cdround","https://www.inaturalist.org/observations/90125115","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337487816","90125115",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.922474,22.382346,"Islands",2021,8,30,"cdround","https://www.inaturalist.org/observations/93254385","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355336510","93254385",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",121.744956,24.718714,"Taiwan",2021,8,28,"cdround","https://www.inaturalist.org/observations/94921903","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3455736915","94921903",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.552778,22.120833,"Ilhas",2021,9,19,"cdround","https://www.inaturalist.org/observations/95370226","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384066479","95370226",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.013037,22.29118,"Tsuen Wan",2021,9,29,"cdround","https://www.inaturalist.org/observations/96588406","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3384233738","96588406",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.470636,22.29303,"Guangdong",2021,9,5,"cdround","https://www.inaturalist.org/observations/93997215","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3407956534","93997215",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",120.631856,24.15856,"Taichung",2021,9,17,"cdround","https://www.inaturalist.org/observations/95140782","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3455847704","95140782",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",120.613506,24.423023,"Taichung",2021,9,5,"cdround","https://www.inaturalist.org/observations/102457808","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3872931578","102457808",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.141442,22.448874,"Tai Po",2021,10,3,"cdround","https://www.inaturalist.org/observations/97308409","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385202495","97308409",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",121.818189,24.658614,"Taiwan",2021,10,28,"cdround","https://www.inaturalist.org/observations/99613132","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398824345","99613132",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",113.898831,22.301471,"Islands",2021,10,27,"cdround","https://www.inaturalist.org/observations/99521904","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399018377","99521904",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",121.766678,24.637058,"Taiwan",2021,10,16,"cdround","https://www.inaturalist.org/observations/98367072","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399123086","98367072",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",114.078367,22.544871,"Guangdong",2021,10,21,"cdround","https://www.inaturalist.org/observations/98859455","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399454590","98859455",NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Fowlea flavipunctatus",120.722666,22.047033,"Taiwan",2021,10,15,"cdround","https://www.inaturalist.org/observations/105719958","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3466484779","105719958",NA,NA,NA,NA,NA,NA
