"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","elevation","elevationAccuracy","locality","type","county","continent","preparations"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.2851,33.29008,"Jeju",2022,6,29,"cdround","https://www.inaturalist.org/observations/123908910","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860104549","123908910",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.181288,33.319611,"Jeju",2022,6,9,"cdround","https://www.inaturalist.org/observations/120914117","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860156961","120914117",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.180555,33.307052,"Jeju",2022,6,17,"cdround","https://www.inaturalist.org/observations/122119035","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860432918","122119035",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.281592,33.292474,"Jeju",2022,6,30,"cdround","https://www.inaturalist.org/observations/127045776","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873066475","127045776",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.52192,33.463269,"Jeju",2022,7,1,"cdround","https://www.inaturalist.org/observations/124257517","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860007698","124257517",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.58848,33.297064,"Jeju",2022,7,2,"cdround","https://www.inaturalist.org/observations/124382928","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860057972","124382928",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",127.333837,36.186053,"Chungcheongnam-do",2022,7,23,"cdround","https://www.inaturalist.org/observations/127477355","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873065213","127477355",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",132.78868,33.819028,"Ehime",2022,7,16,"cdround","https://www.inaturalist.org/observations/127905734","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873104473","127905734",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.281556,33.291965,"Jeju",2022,7,12,"cdround","https://www.inaturalist.org/observations/125860763","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873372952","125860763",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",140.243019,35.976697,"Ibaraki",2021,3,14,"cdround","https://www.inaturalist.org/observations/71188369","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3061534643","71188369",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",139.248947,35.729572,"Tokyo",2021,5,29,"cdround","https://www.inaturalist.org/observations/80709288","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3301787979","80709288",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",139.612452,35.398796,"Kanagawa",2021,5,7,"cdround","https://www.inaturalist.org/observations/100135312","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3408219145","100135312",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",136.335542,35.361837,"Shiga",2021,5,26,"cdround","https://www.inaturalist.org/observations/128217550","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3881511790","128217550",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",127.335089,36.28781,"Daejeon",2021,6,5,"cdround","https://www.inaturalist.org/observations/83739221","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3314155864","83739221",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",139.612591,35.347973,"Kanagawa",2021,6,27,"cdround","https://www.inaturalist.org/observations/84660952","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3320902927","84660952",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",136.521075,36.450708,"Ishikawa",2021,6,3,"cdround","https://www.inaturalist.org/observations/104465975","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456733479","104465975",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.282376,33.286972,"Jeju",2021,7,2,"cdround","https://www.inaturalist.org/observations/85277595","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3321260613","85277595",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",135.659322,35.028542,"Kyoto",2021,7,23,"","https://www.inaturalist.org/observations/88234400","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3333414667","88234400",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.196241,33.286548,"Jeju",2021,7,4,"cdround","https://www.inaturalist.org/observations/85589214","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333416495","85589214",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",131.177106,42.593346,"Primor'ye",2021,7,18,"cdround","https://www.inaturalist.org/observations/104201815","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456782609","104201815",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",128.141042,37.454794,"Gangwon-do",2021,8,26,"cdround","https://www.inaturalist.org/observations/92556016","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343946094","92556016",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",125.982354,37.188086,"Incheon",2021,8,20,"cdround","https://www.inaturalist.org/observations/92748604","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355420017","92748604",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",133.387543,33.854891,"Ehime",2021,8,10,"cdround","https://www.inaturalist.org/observations/91420893","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355490784","91420893",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.90549,33.468994,"Jeju",2021,9,5,"cdround","https://www.inaturalist.org/observations/93691362","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355670989","93691362",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",127.798251,37.826795,"Gangwon-do",2021,9,4,"cdround","https://www.inaturalist.org/observations/93573551","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355743878","93573551",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",127.078398,36.723694,"Chungcheongnam-do",2021,9,14,"cdround","https://www.inaturalist.org/observations/94909761","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384195999","94909761",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",132.814286,42.7916,"Primor'ye",2021,9,11,"cdround","https://www.inaturalist.org/observations/95996925","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385034082","95996925",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",132.814714,42.792858,"Primor'ye",2021,9,11,"cdround","https://www.inaturalist.org/observations/95996932","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385101085","95996932",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",139.622545,35.295608,"Kanagawa",2021,9,10,"cdround","https://www.inaturalist.org/observations/94312206","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385112321","94312206",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.890217,33.503319,"Jeju",2021,9,19,"cdround","https://www.inaturalist.org/observations/95330378","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385176438","95330378",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.434975,33.236502,"Jeju",2021,10,2,"cdround","https://www.inaturalist.org/observations/96851893","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384387959","96851893",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.95602,33.503931,"Jeju",2021,10,9,"cdround","https://www.inaturalist.org/observations/97616617","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3391706729","97616617",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",137.973566,36.260697,"Nagano",2021,10,24,"cdround","https://www.inaturalist.org/observations/99183876","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399379936","99183876",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.50091,33.481562,"Jeju",2021,10,8,"cdround","https://www.inaturalist.org/observations/97509018","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759666748","97509018",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",139.244537,36.352851,"Gunma",2021,11,18,"cdround","https://www.inaturalist.org/observations/101388038","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415709562","101388038",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",128.457044,37.493446,"Gangwon-do",2020,5,30,"cdround","https://www.inaturalist.org/observations/47831388","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2802571727","47831388",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",129.19172,35.176224,"Busan",2020,5,28,"cdround","https://www.inaturalist.org/observations/47605574","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2813873567","47605574",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",128.143418,37.458652,"Gangwon-do",2020,5,31,"cdround","https://www.inaturalist.org/observations/47935696","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2813942577","47935696",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",129.191,35.176072,"Busan",2020,5,5,"cdround","https://www.inaturalist.org/observations/44963576","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814152546","44963576",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",129.19164,35.176815,"Busan",2020,5,16,"cdround","https://www.inaturalist.org/observations/46070533","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3058900447","46070533",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",134.529593,34.849103,"Hyogo",2020,5,17,"cdround","https://www.inaturalist.org/observations/107878101","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712682533","107878101",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",129.192481,35.176781,"Busan",2020,5,5,"cdround","https://www.inaturalist.org/observations/44963706","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759500418","44963706",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",127.235909,36.690519,"Chungcheongnam-do",2020,6,28,"cdround","https://www.inaturalist.org/observations/51190569","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814278001","51190569",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",137.189469,34.932448,"Aichi",2020,7,12,"cdround","https://www.inaturalist.org/observations/52819935","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2826273665","52819935",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",128.145981,37.458169,"Gangwon-do",2020,7,8,"cdround","https://www.inaturalist.org/observations/54155985","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044557581","54155985",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",137.188362,34.932542,"Aichi",2020,8,8,"cdround","https://www.inaturalist.org/observations/55891012","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2850690933","55891012",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.761345,33.442969,"Jeju",2020,9,28,"","https://www.inaturalist.org/observations/61473684","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2883021634","61473684",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.513779,33.256868,"Jeju",2020,10,1,"cdround","https://www.inaturalist.org/observations/61364667","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2874037649","61364667",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",127.856667,36.499444,"Chungcheongbuk-do",2020,10,27,"cdround","https://www.inaturalist.org/observations/63645285","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3017979538","63645285",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",139.686267,36.196751,"Saitama",2019,3,17,"cdround","https://www.inaturalist.org/observations/108021571","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3712582599","108021571",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",135.756694,33.860068,"Wakayama",2019,5,24,"cdround","https://www.inaturalist.org/observations/26160349","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2826133355","26160349",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.329104,37.002698,"Incheon",2019,6,6,"cdround","https://www.inaturalist.org/observations/26480630","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2252072112","26480630",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.309016,37.168078,"Incheon",2019,6,6,"cdround","https://www.inaturalist.org/observations/26598821","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2265822849","26598821",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.308844,37.168643,"Incheon",2019,6,6,"cdround","https://www.inaturalist.org/observations/26598817","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2265825115","26598817",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",135.532482,34.239836,"Wakayama",2019,6,26,"cdround","https://www.inaturalist.org/observations/27687863","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2273305003","27687863",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",129.189438,35.169723,"Busan",2019,6,10,"cdround","https://www.inaturalist.org/observations/26737400","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2447830684","26737400",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",129.189581,35.170765,"Busan",2019,6,10,"cdround","https://www.inaturalist.org/observations/26737433","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2447830687","26737433",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",139.384155,35.620105,"Tokyo",2019,6,25,"","https://www.inaturalist.org/observations/35554584","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3058720412","35554584",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",129.190196,35.170583,"Busan",2019,6,10,"cdround","https://www.inaturalist.org/observations/26737444","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3067613586","26737444",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.924908,37.475421,"Seoul",2019,7,11,"cdround","https://www.inaturalist.org/observations/28664829","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2294454973","28664829",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",129.188049,35.168888,"Busan",2019,7,13,"cdround","https://www.inaturalist.org/observations/28716313","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2311300351","28716313",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",131.905189,43.031334,"Primor'ye",2019,7,15,"cdround","https://www.inaturalist.org/observations/30354633","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2331945597","30354633",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.73868,33.436202,"Jeju",2019,7,5,"cdround","https://www.inaturalist.org/observations/28203567","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2447832185","28203567",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.156113,36.805882,"Chungcheongnam-do",2019,8,31,"cdround","https://www.inaturalist.org/observations/31843772","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2397645826","31843772",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",128.523056,37.840557,"Gangwon-do",2019,8,31,"cdround","https://www.inaturalist.org/observations/31903756","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397655660","31903756",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",131.843587,42.998581,"Primor'ye",2019,8,26,"cdround","https://www.inaturalist.org/observations/109969760","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759923492","109969760",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",125.95479,37.086993,"Incheon",2019,9,2,"cdround","https://www.inaturalist.org/observations/31981549","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397674475","31981549",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.599528,36.734443,"Chungcheongnam-do",2019,9,16,"cdround","https://www.inaturalist.org/observations/32829543","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2423097774","32829543",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",126.599232,36.734358,"Chungcheongnam-do",2019,9,16,"cdround","https://www.inaturalist.org/observations/32829548","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2423098803","32829548",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",125.957872,37.085819,"Incheon",2019,9,2,"cdround","https://www.inaturalist.org/observations/31982073","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2447837838","31982073",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hebius vibakari",125.947758,37.079482,"Incheon",2019,9,3,"cdround","https://www.inaturalist.org/observations/32043194","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2447837989","32043194",NA,NA,NA,NA,NA,NA,NA
