"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","county","locality","type","elevation","elevationAccuracy","continent","preparations"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",141.29698,44.414937,"Hokkaido",2021,7,15,"cdround","https://www.inaturalist.org/observations/89049887","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333235582","89049887",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",132.808962,33.837078,"Ehime",2021,7,29,"cdround","https://www.inaturalist.org/observations/125954399","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873024150","125954399",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",136.369872,35.431775,"Shiga",2021,7,3,"cdround","https://www.inaturalist.org/observations/128217320","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","3881388711","128217320",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",140.229515,39.620495,"Akita",2021,8,24,"cdround","https://www.inaturalist.org/observations/92748832","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355511964","92748832",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",137.064283,35.20383,"Aichi",2021,8,4,"cdround","https://www.inaturalist.org/observations/109446482","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747120536","109446482",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",137.814278,36.979834,"Nagano",2021,9,3,"cdround","https://www.inaturalist.org/observations/102349643","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3455515131","102349643",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",138.534643,35.779759,"Yamanashi",2021,10,9,"cdround","https://www.inaturalist.org/observations/97598249","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3391507750","97598249",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",130.214837,33.373912,"Saga",2021,10,31,"cdround","https://www.inaturalist.org/observations/99864608","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3408030857","99864608",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",139.51409,35.514804,"Kanagawa",2021,11,7,"cdround","https://www.inaturalist.org/observations/107633076","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3705817954","107633076",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",135.854143,35.468549,"Shiga",2020,4,10,"cdround","https://www.inaturalist.org/observations/42082264","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603403779","42082264",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",130.432388,33.901165,"Fukuoka",2020,5,24,"cdround","https://www.inaturalist.org/observations/47739701","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814014576","47739701",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",135.812753,35.018085,"Kyoto",2020,5,4,"cdround","https://www.inaturalist.org/observations/48923812","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3067765013","48923812",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",135.28288,34.834159,"Hyogo",2020,6,12,"cdround","https://www.inaturalist.org/observations/49315085","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2802560959","49315085",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",138.798379,36.334941,"Gunma",2020,6,1,"cdround","https://www.inaturalist.org/observations/48533569","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3013926437","48533569",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",137.18821,34.93255,"Aichi",2020,7,12,"cdround","https://www.inaturalist.org/observations/52820651","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2818548004","52820651",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",135.50432,34.395562,"Osaka",2020,8,16,"cdround","https://www.inaturalist.org/observations/56706813","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3067952132","56706813",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",139.593607,37.922055,"Niigata",2020,9,30,"cdround","https://www.inaturalist.org/observations/61857922","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2883039334","61857922",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",139.613185,35.347605,"Kanagawa",2020,9,27,"cdround","https://www.inaturalist.org/observations/60936122","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2883137574","60936122",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",139.074814,35.308597,"Kanagawa",2020,11,14,"cdround","https://www.inaturalist.org/observations/64843695","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988601956","64843695",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",139.685711,36.19757,"Saitama",2019,3,17,"cdround","https://www.inaturalist.org/observations/108428414","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3743338626","108428414",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",137.099625,36.169317,"Gifu",2019,7,29,"cdround","https://www.inaturalist.org/observations/29757688","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2580183153","29757688",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",137.568837,35.537951,"Nagano",2019,8,1,"","https://www.inaturalist.org/observations/46540623","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2626348712","46540623",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",136.979875,35.395183,"Aichi",2019,9,23,"cdround","https://www.inaturalist.org/observations/33467651","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3747216333","33467651",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",132.791463,34.447673,"Hiroshima",2019,10,24,"cdround","https://www.inaturalist.org/observations/66309891","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2999092023","66309891",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",139.375601,35.690179,"Tokyo",2019,11,10,"cdround","https://www.inaturalist.org/observations/57324003","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2856539894","57324003",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",139.121544,35.987643,"Saitama",2018,5,18,"cdround","https://www.inaturalist.org/observations/13576270","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1880516858","13576270",NA,NA,NA,NA,NA,NA,NA
"5fb59b97-5ae7-473a-bb66-c4da8703700f","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",130.114595,33.485736,NA,2018,5,13,"cdround,osiic",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1912820361",NA,NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",129.049743,32.91474,"Nagasaki",2018,5,30,"cdround","https://www.inaturalist.org/observations/12971904","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3746964318","12971904",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",140.484173,43.372575,"Hokkaido",2018,9,9,"cdround","https://www.inaturalist.org/observations/19188886","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1978843160","19188886",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",141.056568,39.426679,"Iwate",2018,9,29,"cdround","https://www.inaturalist.org/observations/65574762","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988556888","65574762",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",141.298031,44.415038,"Hokkaido",2017,5,13,"cdround","https://www.inaturalist.org/observations/124672363","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3858937068","124672363",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",133.540034,33.537941,"Kochi",2017,6,18,"cdround","https://www.inaturalist.org/observations/99965026","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3408130980","99965026",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",140.261979,40.505055,"Aomori",2017,7,11,"cdround","https://www.inaturalist.org/observations/7047086","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1580491305","7047086",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",137.544765,35.518004,"Gifu",2017,8,28,"cdround","https://www.inaturalist.org/observations/8491716","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1838419984","8491716",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",140.839458,38.267348,"Miyagi",2017,10,1,"","https://www.inaturalist.org/observations/67071627","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3014004721","67071627",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",132.317686,34.282973,"Hiroshima",2016,10,19,"cdround","https://www.inaturalist.org/observations/13080486","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1848801105","13080486",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",135.124953,34.681914,"Hyogo",2015,5,23,"","https://www.inaturalist.org/observations/1530137","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1457577710","1530137",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",135.768029,35.011636,"Kyoto",2013,5,31,"","https://www.inaturalist.org/observations/298081","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1088889640","298081",NA,NA,NA,NA,NA,NA,NA
"95faf636-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",138.718056,36.238889,"Gunma",2011,8,25,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","699239464","VR0000614","Kanra-gun Shimonitamachi","Higashinomaki","text",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gloydius blomhoffii",130.445475,33.417034,"Fukuoka",2010,6,12,"cdround","https://www.inaturalist.org/observations/122438786","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3860319244","122438786",NA,NA,NA,NA,NA,NA,NA
"80e31fd0-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",140.07,39.82,"Akita",2007,7,22,"gass84,incomis,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","380097964","32","Akita-shi","Kanaashi Niozaki aza Usiroyama52","text",NA,NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",119.686667,30.635278,"Zhejiang Prov.",1992,7,14,"cdround",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543545899","194274","Jiaxing Pref.","Anji (30 38 N, 119 41 E)","PhysicalObject",NA,NA,"ASIA","Alcohol"
"46e201a1-33b2-4921-a6c4-8609ec4fbbb7","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",140.177603,38.763766,"Yamagata",1984,1,1,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1828521548","76","Mogami-gun Tozawamura","Jinden","text",NA,NA,NA,NA
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",129.04,35.103,"Pusan City",1982,6,28,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:176818","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145482157","MVZ:Herp:176818",NA,"Pusan, marketplace near Harbor",NA,NA,NA,"ASIA","whole organism"
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",130.643925,42.42945,"Primorsky Krai",1977,5,NA,"",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543496059","149418","Khasansky Dist.","near Khasan","PhysicalObject",NA,NA,"ASIA","Alcohol"
"46e201a1-33b2-4921-a6c4-8609ec4fbbb7","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",140.435409,38.31098,"Yamagata",1973,7,5,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1828521690","57","Yamagata-shi","Yamadera","text",NA,NA,NA,NA
"46e201a1-33b2-4921-a6c4-8609ec4fbbb7","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",140.361983,38.259434,"Yamagata",1973,8,13,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1828521695","58","Yamagata-shi","the Tohoku-chuo hospital","text",NA,NA,NA,NA
"46e201a1-33b2-4921-a6c4-8609ec4fbbb7","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",140.001444,38.501864,"Yamagata",1970,8,10,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1828521685","54","Nishimurayama-gun Nishikawamachi","Shizu","text",NA,NA,NA,NA
"46e201a1-33b2-4921-a6c4-8609ec4fbbb7","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",139.939487,39.051846,"Yamagata",1970,8,1,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1828521693","53","Akumi-gun Yuzamachi","Shiraishinden","text",NA,NA,NA,NA
"46e201a1-33b2-4921-a6c4-8609ec4fbbb7","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",140.15756,37.858229,"Yamagata",1970,10,8,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1828521682","56","Yonezawa-shi","Yunosawa","text",NA,NA,NA,NA
"46e201a1-33b2-4921-a6c4-8609ec4fbbb7","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",140.256159,38.324992,"Yamagata",1969,6,10,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1828521686","52","Higashimurayama-gun Nakayamamachi","Yanagisawa","text",NA,NA,NA,NA
"395dfaad-8b0d-47e2-a2ea-bf8a3fd5c10c","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",129.03736,35.12469,"Busan Metropolitan City",1967,7,1,"txmatfuz,colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/UTEP:Herp:8498","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","2234856018","UTEP:Herp:8498",NA,"Choryang-Tong Tonk-K",NA,NA,NA,"ASIA","whole organism"
"46e201a1-33b2-4921-a6c4-8609ec4fbbb7","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",139.909855,38.17063,"Yamagata",1960,8,1,"gass84,colmano,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1828521652","51","Nagai-shi","Kuwasumidaira","text",NA,NA,NA,NA
"84b4d6e4-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",137.99999,35.9999999991025,"Unknown",1956,9,15,"cdrep,txmatfuz,incomis","http://portal.vertnet.org/o/sdnhm/herps?id=urn:catalog:sdnhm:herps:43380","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","45050681","43380","Unknown","Unknown","PhysicalObject",NA,NA,"ASIA","alcoholic"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",139.751,35.685,"Tokyo Prefecture",1950,6,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-54020","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476677281","R-54020",NA,"Tokyo area,Japan",NA,NA,NA,"ASIA","whole animal (ethanol)"
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",115.96667,29.61667,"Jiangxi Province",1936,3,31,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:22292","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145533397","MVZ:Herp:22292",NA,"Lianhuadong, 5 mi N Guling, Lu shan",NA,NA,NA,"ASIA","whole organism"
"09c4287e-e6d5-4552-a07f-bff8a00833d8","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",115.98333,29.73333,"Jiangxi Province",1934,7,1,"colmafu,inmafu,fpwktinv","http://arctos.database.museum/guid/MVZ:Herp:22289","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1145533339","MVZ:Herp:22289",NA,"Jiujiang",NA,NA,NA,"ASIA","whole organism"
"821cc27a-e3bb-4bc5-ac34-89ada245069d","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",133.75,45.95,"Primorskiy Kray",1928,8,25,"gass84,txmathi",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1320503308","USNM 81918","Primorskiy","Peter The Great Bay, Kedrovka River","PhysicalObject",NA,NA,"ASIA","Ethanol"
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",111.914,37.357,"Shanxi",1921,1,1,"colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-16315","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476655361","R-16315",NA,"China,Shansi,50m SW of Taiyuan fu",NA,NA,NA,"ASIA","whole animal (ethanol)"
"9cd0014c-b7b1-4ed1-bef7-0225acfa4ef2","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",132.5,34.33333,NA,1897,NA,NA,"cudc,colmano","http://portal.vertnet.org/o/smns/herpetologie?id=4372","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","621069394","4372",NA,"Yokohama","PhysicalObject",NA,NA,NA,NA
"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",139.65,35.45,"Kanagawa Prefecture",1871,1,1,"txmatfuz,colmafu,inmafu","http://mczbase.mcz.harvard.edu/guid/MCZ:Herp:R-7399","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","476651566","R-7399",NA,"Yokohama",NA,NA,NA,"ASIA","whole animal (ethanol)"
"80e31fd0-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",140.13,39.74,"Akita",NA,NA,NA,"gass84,incomis,inmafu",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","380097935","3",NA,NA,"text",NA,NA,NA,NA
"8123fd5c-f762-11e1-a439-00145eb45e9a","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",140.09598,36.08055,"Ibaraki",NA,NA,NA,"gass84,ambinst",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","380194841","607","Tsukuba-shi",NA,"text",NA,NA,NA,NA
"cece4fc2-1fec-4bb5-a335-7252548e3f0b","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",131.957342,43.137306,"Primorsky Krai",NA,NA,NA,"cdround,txmathi",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","543492094","14585",NA,"vicinity of Vladivostok","PhysicalObject",NA,NA,"ASIA","Alcohol"
"cd875b5a-b3fe-48f2-94c7-371cab1431f3","PRESERVED_SPECIMEN","PRESENT","Gloydius blomhoffii",132.1,43.63333,"Far East",NA,NA,NA,"txmatfuz,osiic,incomis,inmafu",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1211734730","18258",NA,"Suputimsk Nature Reserve","PhysicalObject",NA,NA,"EUROPE","Whole specimen (ETOH)"
