"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.580807,24.982189,"Taipei",2021,5,30,"cdround","https://www.inaturalist.org/observations/81137246","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3302178818","81137246",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.535565,25.131759,"Taipei",2021,5,14,"cdround","https://www.inaturalist.org/observations/98776453","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415496882","98776453",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.534937,24.936892,"New Taipei",2021,8,24,"cdround","https://www.inaturalist.org/observations/92433485","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343950893","92433485",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.144214,24.69145,"Taiwan",2021,10,8,"cdround","https://www.inaturalist.org/observations/97536354","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398654923","97536354",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.511319,25.081045,"Taipei",2021,11,28,"cdround","https://www.inaturalist.org/observations/118068157","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802575955","118068157",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.539163,24.936263,"New Taipei",2021,11,18,"cdround","https://www.inaturalist.org/observations/118068143","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3802610793","118068143",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.579807,25.025164,"Taipei",2020,1,7,"cdround","https://www.inaturalist.org/observations/37390064","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2550002170","37390064",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.580102,25.025125,"Taipei",2020,1,7,"cdround","https://www.inaturalist.org/observations/37390063","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2610999465","37390063",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.52616,24.875825,"New Taipei",2020,4,19,"cdround","https://www.inaturalist.org/observations/42735949","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2609266397","42735949",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.150354,24.696176,"Taiwan",2020,4,25,"cdround","https://www.inaturalist.org/observations/43854055","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2611072951","43854055",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.517795,25.184655,"New Taipei",2020,5,5,"cdround","https://www.inaturalist.org/observations/44960790","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620115237","44960790",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.510673,25.176486,"New Taipei",2020,5,5,"cdround","https://www.inaturalist.org/observations/44960787","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620128125","44960787",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.524706,25.165835,"Taipei",2020,5,7,"cdround","https://www.inaturalist.org/observations/45461651","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626266824","45461651",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.407037,24.659187,"Taipei",2020,6,30,"cdround","https://www.inaturalist.org/observations/51528270","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814381430","51528270",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.442917,24.64612,"Taipei",2020,6,24,"cdround","https://www.inaturalist.org/observations/51101631","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2963859385","51101631",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.528442,24.877137,"New Taipei",2020,6,16,"cdround","https://www.inaturalist.org/observations/49918934","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031952711","49918934",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.46035,24.645051,"Taiwan",2020,6,5,"cdround","https://www.inaturalist.org/observations/52335879","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3031953762","52335879",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.516693,25.181749,"New Taipei",2020,7,4,"cdround","https://www.inaturalist.org/observations/53426702","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2823122704","53426702",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.610002,24.677984,"Taiwan",2020,8,15,"cdround","https://www.inaturalist.org/observations/66324701","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005190586","66324701",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.590863,25.031362,"Taipei",2020,9,3,"cdround","https://www.inaturalist.org/observations/59579344","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2864697247","59579344",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.538124,25.090288,"New Taipei",2020,9,10,"cdround","https://www.inaturalist.org/observations/59140493","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2864785607","59140493",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.522475,25.185067,"New Taipei",2020,10,1,"cdround","https://www.inaturalist.org/observations/61463271","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2963850479","61463271",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.506355,25.194437,"New Taipei",2020,10,1,"cdround","https://www.inaturalist.org/observations/61463162","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2963892484","61463162",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.511353,25.18255,"New Taipei",2020,10,1,"cdround","https://www.inaturalist.org/observations/61463166","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2963897451","61463166",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",120.981911,24.560255,"Taiwan",2020,11,8,"cdround","https://www.inaturalist.org/observations/91826742","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456245838","91826742",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.143762,24.692063,"Taiwan",2019,5,25,"cdround","https://www.inaturalist.org/observations/26006763","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2251957526","26006763",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.581869,25.266681,"New Taipei",2019,5,11,"cdround","https://www.inaturalist.org/observations/41743633","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603303913","41743633",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.522947,25.185465,"New Taipei",2019,8,29,"cdround","https://www.inaturalist.org/observations/31711105","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397613548","31711105",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.755714,24.617106,"Taiwan",2019,8,25,"cdround","https://www.inaturalist.org/observations/41460375","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603460169","41460375",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.74127,24.833949,"Taiwan",2019,9,1,"cdround","https://www.inaturalist.org/observations/31910708","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2397656297","31910708",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.520863,25.188829,"New Taipei",2019,9,8,"cdround","https://www.inaturalist.org/observations/32320420","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2422960044","32320420",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.521053,25.188581,"New Taipei",2019,9,7,"cdround","https://www.inaturalist.org/observations/32320746","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2422960948","32320746",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.590325,24.844702,"New Taipei",2019,9,13,"cdround","https://www.inaturalist.org/observations/33142213","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2423174757","33142213",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.586355,25.022624,"Taipei",2019,10,1,"cdround","https://www.inaturalist.org/observations/33710046","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2429334093","33710046",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",120.946746,24.269151,"Taichung",2018,4,25,"cdround","https://www.inaturalist.org/observations/14096802","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1990445033","14096802",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.582352,25.266459,"New Taipei",2018,4,21,"cdround","https://www.inaturalist.org/observations/55135779","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2826539195","55135779",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.477128,24.964828,"New Taipei",2018,5,18,"cdround","https://www.inaturalist.org/observations/12676875","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1847571819","12676875",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.381723,24.679919,"Taipei",2018,8,4,"cdround","https://www.inaturalist.org/observations/15218330","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1891298305","15218330",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.139456,24.695516,"Taiwan",2018,12,1,"cdround","https://www.inaturalist.org/observations/18919442","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1950004088","18919442",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.533402,24.950538,"New Taipei",2018,12,22,"cdround","https://www.inaturalist.org/observations/19152428","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1978830802","19152428",NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.56824,24.95424,NA,2017,1,8,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864143482",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.51365,24.59941,NA,2017,2,18,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864144047",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.37156,24.81542,NA,2017,2,21,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864144088",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.54539,25.14139,NA,2017,3,24,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864144595",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.54336,24.61259,NA,2017,4,5,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864144682",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.54198,25.1806,NA,2017,4,15,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864145229",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.50911,25.19207,NA,2017,4,20,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864145461",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.5284,25.18409,NA,2017,4,15,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864145529",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.396871,24.674349,NA,2017,4,21,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864145621",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.429239,24.647152,NA,2017,4,20,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864145686",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.52229,25.17795,NA,2017,5,17,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864147045",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.55528,24.8606,NA,2017,5,30,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864147757",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.847735,25.111886,NA,2017,6,8,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864148102",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.50569,25.20322,NA,2017,6,11,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864148306",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.59725,24.96771,NA,2017,6,16,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864148651",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.53005,25.18267,NA,2017,6,23,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149015",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.58244,24.97988,NA,2017,6,24,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149041",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.54182,25.17637,NA,2017,6,30,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149275",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.53301,25.18183,NA,2017,6,30,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149332",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.5425,25.18021,NA,2017,6,30,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149333",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.53277,25.18174,NA,2017,6,30,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149374",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.54378,25.16492,NA,2017,6,30,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149392",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.218914,24.767218,"Taiwan",2017,6,6,"cdround","https://www.inaturalist.org/observations/21904834","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2235532230","21904834",NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.51184,25.18753,NA,2017,7,2,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149509",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.52528,25.18623,NA,2017,7,4,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864149597",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.592626,25.132224,NA,2017,7,16,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864150613",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.58109,24.98167,NA,2017,7,19,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864150841",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.53706,25.17982,NA,2017,7,23,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864150950",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.5414,25.1518,NA,2017,8,11,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864152387",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.54139,25.15178,NA,2017,8,11,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864152602",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.359917,24.776128,NA,2017,9,7,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864153573",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.53196,25.18172,NA,2017,9,9,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864153696",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.63976,24.96161,NA,2017,9,6,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864153704",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.61467,24.9791,NA,2017,9,10,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864153772",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.38299,24.87558,NA,2017,9,16,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864154020",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.61926,24.967122,"New Taipei",2017,9,10,"cdround","https://www.inaturalist.org/observations/58682488","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","2864745570","58682488",NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.52501,25.18673,NA,2017,10,31,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864156170",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.528688,25.183429,NA,2017,10,28,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864156231",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.605374,25.032852,NA,2016,2,25,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864135231",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.571434,24.948878,NA,2016,3,20,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864135090",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.511769,25.182626,NA,2016,4,5,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864135737",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.281188,24.667594,NA,2016,4,12,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864135945",NA,NA
"db09684b-0fd1-431e-b5fa-4c1532fbdb14","HUMAN_OBSERVATION","PRESENT","Pareas atayal",121.565736,24.950861,NA,2016,4,10,"cudc,gass84,rdativ,osiic",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","1864136108",NA,NA
