"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","continent","county","locality","preparations","type","elevation","elevationAccuracy"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.182476,22.491418,"Tai Po",2021,7,17,"cdround","https://www.inaturalist.org/observations/87497188","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330515898","87497188",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.577609,22.397496,"Guangdong",2021,7,22,"cdround","https://www.inaturalist.org/observations/88193505","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330691604","88193505",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.541088,22.264098,"Guangdong",2021,7,29,"cdround","https://www.inaturalist.org/observations/89078014","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333345531","89078014",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.56208,22.276236,"Guangdong",2021,7,31,"cdround","https://www.inaturalist.org/observations/89363369","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335063859","89363369",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.560157,22.325962,"Guangdong",2021,8,1,"cdround","https://www.inaturalist.org/observations/89485945","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335103977","89485945",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.596719,22.277003,"Guangdong",2021,8,2,"cdround","https://www.inaturalist.org/observations/89842551","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3335470370","89842551",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.471092,22.324912,"Guangdong",2021,8,5,"cdround","https://www.inaturalist.org/observations/90173915","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337445125","90173915",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.586122,22.285016,"Guangdong",2021,8,11,"cdround","https://www.inaturalist.org/observations/90791878","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337871895","90791878",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.08663,22.417475,"Yuen Long",2021,8,10,"cdround","https://www.inaturalist.org/observations/90664420","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3338112968","90664420",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.570634,22.22424,"Guangdong",2021,8,21,"cdround","https://www.inaturalist.org/observations/92378941","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343880386","92378941",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.516915,22.359591,"Guangdong",2021,8,26,"cdround","https://www.inaturalist.org/observations/92574384","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3344098876","92574384",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.429148,22.342329,"Guangdong",2021,8,31,"cdround","https://www.inaturalist.org/observations/93150914","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355300440","93150914",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",100.858164,22.172395,"Yunnan",2021,8,8,"cdround","https://www.inaturalist.org/observations/101870376","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415919465","101870376",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.54652,22.289759,"Guangdong",2021,9,7,"cdround","https://www.inaturalist.org/observations/93997527","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355575306","93997527",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.160365,22.257301,"Southern",2021,9,9,"cdround","https://www.inaturalist.org/observations/94219009","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355759495","94219009",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.201613,22.258927,"Eastern",2021,9,30,"cdround","https://www.inaturalist.org/observations/96795569","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384541940","96795569",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.405136,22.215626,"Guangdong",2021,9,23,"cdround","https://www.inaturalist.org/observations/100498438","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415434118","100498438",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.47471,22.344294,"Guangdong",2021,10,4,"cdround","https://www.inaturalist.org/observations/100498631","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415972366","100498631",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.570653,22.268344,"Guangdong",2021,10,7,"cdround","https://www.inaturalist.org/observations/115677485","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3772475941","115677485",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.243807,23.269821,"Guangdong",2021,11,21,"cdround","https://www.inaturalist.org/observations/101701462","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415607425","101701462",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.383622,22.232572,"Eastern",2021,11,14,"cdround,cudc","https://www.inaturalist.org/observations/101157559","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3416014050","101157559",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",107.030584,20.761473,"H<U+1EA3>i Phong",2020,4,23,"cdround","https://www.inaturalist.org/observations/42951902","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2609198520","42951902",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.086525,22.81193,"Guangdong",2020,5,9,"","https://www.inaturalist.org/observations/53699609","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2823072060","53699609",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.911943,22.334081,"Islands",2020,6,12,"cdround","https://www.inaturalist.org/observations/49354797","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2802541846","49354797",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.814907,22.3198,"Islands",2020,6,12,"cdround,cudc","https://www.inaturalist.org/observations/49396912","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2802599031","49396912",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.148348,22.271142,"Central and Western",2020,6,18,"cdround","https://www.inaturalist.org/observations/67009070","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3008389122","67009070",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.145122,22.323504,"Southern",2020,9,4,"cdround","https://www.inaturalist.org/observations/58569665","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2862318692","58569665",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.855259,22.671686,"Guangdong",2020,9,23,"","https://www.inaturalist.org/observations/98588688","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3399067330","98588688",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.245743,23.372531,"Guangdong",2020,10,7,"cdround","https://www.inaturalist.org/observations/66644088","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005092048","66644088",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.215013,23.367368,"Guangdong",2020,10,17,"cdround","https://www.inaturalist.org/observations/66644076","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005097074","66644076",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.311301,23.241223,"Guangdong",2020,10,17,"cdround","https://www.inaturalist.org/observations/66644077","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005112995","66644077",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.287988,23.244882,"Guangdong",2020,10,17,"cdround","https://www.inaturalist.org/observations/66644078","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005124045","66644078",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.222292,23.328978,"Guangdong",2020,10,17,"cdround","https://www.inaturalist.org/observations/66644075","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005127029","66644075",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.249629,23.26961,"Guangdong",2020,10,17,"cdround","https://www.inaturalist.org/observations/66644108","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005245047","66644108",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.328038,23.295053,"Guangdong",2020,10,17,"cdround","https://www.inaturalist.org/observations/66644107","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005255003","66644107",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.354164,22.427096,"Tai Po",2020,11,26,"cdround","https://www.inaturalist.org/observations/65661191","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2988387044","65661191",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.355347,23.310598,"Guangdong",2020,11,2,"cdround","https://www.inaturalist.org/observations/66644083","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005074078","66644083",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",106.966208,22.328308,"Guangxi",2020,11,17,"cdround","https://www.inaturalist.org/observations/66644095","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005141078","66644095",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.272819,23.281349,"Guangdong",2020,11,2,"cdround","https://www.inaturalist.org/observations/66644082","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005151022","66644082",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.361664,23.350859,"Guangdong",2020,11,10,"cdround","https://www.inaturalist.org/observations/66644102","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005238039","66644102",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.316229,23.371152,"Guangdong",2020,11,10,"cdround","https://www.inaturalist.org/observations/66644104","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005240034","66644104",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.398243,23.269904,"Guangdong",2020,11,5,"cdround","https://www.inaturalist.org/observations/66644106","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3005248036","66644106",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.182013,22.476572,"Tai Po",2019,5,15,"cdround","https://www.inaturalist.org/observations/25194830","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2243009245","25194830",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.112676,22.507763,"North",2019,9,24,"cdround","https://www.inaturalist.org/observations/33321251","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2423221108","33321251",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",112.90007,22.67713,"Guangdong",2019,10,20,"","https://www.inaturalist.org/observations/35566864","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2456555505","35566864",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.20165,22.590533,"Guangdong",2019,11,11,"cdround","https://www.inaturalist.org/observations/36320778","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2465328158","36320778",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",105.714932,20.248677,"Ninh Binh",2018,12,1,"","https://www.inaturalist.org/observations/24181731","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2238997921","24181731",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.090909,22.419846,"Yuen Long",2017,8,17,"cdround","https://www.inaturalist.org/observations/7565015","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1621784811","7565015",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.239045,22.351372,"Sai Kung",2017,9,27,"cdround","https://www.inaturalist.org/observations/8139102","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1668866205","8139102",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.135176,22.280537,"Central and Western",2017,9,29,"cdround","https://www.inaturalist.org/observations/8199978","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1668881569","8199978",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.078773,22.223954,"Central and Western",2017,9,29,"cdround","https://www.inaturalist.org/observations/8516351","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1677336973","8516351",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",106.995948,20.789869,"H<U+1EA3>i Phong",2017,9,7,"cdround","https://www.inaturalist.org/observations/7840434","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3044752322","7840434",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.556533,22.180164,"Guangdong",2016,4,30,"cdround","https://www.inaturalist.org/observations/69150293","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3039492618","69150293",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",106.858503,22.382347,"Guangxi",2016,7,15,"cdround","https://www.inaturalist.org/observations/109860338","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3759868272","109860338",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.972645,22.453533,"Yuen Long",2016,8,29,"cdround","https://www.inaturalist.org/observations/45139288","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620138640","45139288",NA,NA,NA,NA,NA,NA,NA
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Bungarus fasciatus",102.243,22.0676,"Phongsali",2015,5,16,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/86467","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1229584425","86467","ASIA","Phongsaly","Phou Dendin National Protected Area, Houay Lick",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.183655,22.48972,"Tai Po",2014,5,26,"cdround","https://www.inaturalist.org/observations/45972523","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626618291","45972523",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",113.811597,22.405487,"Guangdong",2014,11,5,"","https://www.inaturalist.org/observations/26596863","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","2265822644","26596863",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",105.637804,20.386716,"Ninh Binh",2013,5,2,"cdround","https://www.inaturalist.org/observations/17410575","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1920841810","17410575",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.10675,22.428801,"Yuen Long",2013,9,7,"","https://www.inaturalist.org/observations/476440","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","910491797","476440",NA,NA,NA,NA,NA,NA,NA
"d5fafa95-7de2-48c0-bf10-3480bcca4a2b","PRESERVED_SPECIMEN","PRESENT","Bungarus fasciatus",101.8826,21.3324,"Phongsali",2012,10,18,"osiic,incomis,inmafu","https://collections.naturalsciences.org/herpetology/specimen/80736","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","895453932","80736","ASIA","Boun Tai","Nam Lan Conservation Area, Ban Na Ten Village, 683 m elevation",NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Bungarus fasciatus",114.279099,22.501773,"North",2011,6,1,"cdround","https://www.inaturalist.org/observations/31853","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1052564035","31853",NA,NA,NA,NA,NA,NA,NA
