"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","locality","type","elevation","elevationAccuracy","continent","preparations","county"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",118.815833,32.055556,"Jiangsu",2021,4,8,"cdround","https://www.inaturalist.org/observations/73349495","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3090553999","73349495",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.753735,35.604696,"Tokyo",2021,5,9,"cdround","https://www.inaturalist.org/observations/78159828","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3113566232","78159828",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.610833,35.349369,"Kanagawa",2021,5,19,"cdround","https://www.inaturalist.org/observations/79382688","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3118241518","79382688",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",118.811526,32.080507,"Jiangsu",2021,5,24,"cdround","https://www.inaturalist.org/observations/80084146","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3343972465","80084146",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",135.485212,34.454547,"Osaka",2021,5,6,"cdround","https://www.inaturalist.org/observations/107285104","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873425590","107285104",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.592353,31.224027,"Shanghai",2021,6,5,"cdround","https://www.inaturalist.org/observations/82113858","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3307145552","82113858",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.751407,35.603751,"Tokyo",2021,6,25,"cdround","https://www.inaturalist.org/observations/84379564","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3321077610","84379564",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.726897,35.691647,"Tokyo",2021,6,27,"cdround","https://www.inaturalist.org/observations/84690966","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3321083954","84690966",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.354016,35.706001,"Tokyo",2021,6,22,"cdround","https://www.inaturalist.org/observations/85787823","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3327786573","85787823",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",136.494636,35.984977,"Fukui",2021,6,1,"cdround","https://www.inaturalist.org/observations/94308019","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384010331","94308019",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",135.492839,34.482854,"Osaka",2021,7,1,"cdround","https://www.inaturalist.org/observations/85415158","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325468713","85415158",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.751382,35.603571,"Tokyo",2021,7,20,"cdround","https://www.inaturalist.org/observations/87800344","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330487217","87800344",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",118.79938,32.093171,"Jiangsu",2021,7,19,"cdround","https://www.inaturalist.org/observations/87833426","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330725280","87833426",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.542831,35.56454,"Tokyo",2021,7,10,"cdround","https://www.inaturalist.org/observations/87965385","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3330925366","87965385",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",140.137314,36.054081,"Ibaraki",2021,7,28,"cdround","https://www.inaturalist.org/observations/88903629","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3333531409","88903629",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",118.783109,32.062297,"Jiangsu",2021,7,2,"cdround","https://www.inaturalist.org/observations/85348249","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3337761600","85348249",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",119.835726,30.605352,"Zhejiang",2021,7,5,"","https://www.inaturalist.org/observations/105905029","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3466352179","105905029",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",132.76642,33.845517,"Ehime",2021,7,31,"cdround","https://www.inaturalist.org/observations/125979704","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3873778460","125979704",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.539289,35.46373,"Tokyo",2021,8,23,"cdround","https://www.inaturalist.org/observations/95363853","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3385154448","95363853",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",136.870235,35.158712,"Aichi",2021,9,6,"cdround","https://www.inaturalist.org/observations/93839430","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3355139101","93839430",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.392371,35.619553,"Tokyo",2021,9,17,"cdround","https://www.inaturalist.org/observations/95264683","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3384986406","95264683",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.589375,35.426878,"Tokyo",2021,9,11,"cdround","https://www.inaturalist.org/observations/100469077","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3415912196","100469077",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",135.772142,35.017228,"Kyoto",2021,9,19,"cdround","https://www.inaturalist.org/observations/105000677","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3456206439","105000677",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.614105,35.697462,"Tokyo",2021,10,26,"cdround","https://www.inaturalist.org/observations/99447967","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3398866230","99447967",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",108.376057,22.871484,"Guangxi",2021,12,9,"","https://www.inaturalist.org/observations/102722521","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3746978471","102722521",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.497602,31.179328,"Shanghai",2020,2,4,"cdround","https://www.inaturalist.org/observations/38294176","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2574166119","38294176",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.588732,31.064397,"Shanghai",2020,3,9,"cdround","https://www.inaturalist.org/observations/39788997","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2579310428","39788997",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.529956,31.031255,"Shanghai",2020,4,5,"cdround","https://www.inaturalist.org/observations/41440585","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2597726351","41440585",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.467197,31.169621,"Shanghai",2020,4,9,"cdround","https://www.inaturalist.org/observations/41799755","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2597804115","41799755",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.416231,31.011848,"Shanghai",2020,4,5,"cdround","https://www.inaturalist.org/observations/41440691","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2597817378","41440691",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.471562,31.187561,"Shanghai",2020,4,7,"cdround","https://www.inaturalist.org/observations/41603883","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2597884688","41603883",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.517952,31.05686,"Shanghai",2020,4,9,"cdround","https://www.inaturalist.org/observations/41799668","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2597913101","41799668",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.501769,31.042197,"Shanghai",2020,4,5,"cdround","https://www.inaturalist.org/observations/41440952","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603289870","41440952",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.500603,31.04687,"Shanghai",2020,4,15,"cdround","https://www.inaturalist.org/observations/42283367","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603349167","42283367",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",133.198058,34.417236,"Hiroshima",2020,4,15,"cdround","https://www.inaturalist.org/observations/42222379","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603364164","42222379",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.442517,31.124928,"Shanghai",2020,4,15,"cdround","https://www.inaturalist.org/observations/42283090","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603366245","42283090",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.403525,31.102644,"Shanghai",2020,4,15,"cdround","https://www.inaturalist.org/observations/42283659","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603496501","42283659",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.42224,31.042104,"Shanghai",2020,4,15,"cdround","https://www.inaturalist.org/observations/42283077","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603526457","42283077",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.433522,31.130492,"Shanghai",2020,4,16,"cdround","https://www.inaturalist.org/observations/42306912","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2603539502","42306912",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.524696,31.024221,"Shanghai",2020,4,19,"cdround","https://www.inaturalist.org/observations/42558780","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2609144789","42558780",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.453298,31.007434,"Shanghai",2020,4,6,"cdround","https://www.inaturalist.org/observations/41534632","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2619896536","41534632",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.487178,31.114163,"Shanghai",2020,5,1,"cdround","https://www.inaturalist.org/observations/44470008","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2620105578","44470008",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.599903,35.669918,"Tokyo",2020,5,2,"cdround","https://www.inaturalist.org/observations/44566239","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2864796381","44566239",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.661287,35.643438,"Tokyo",2020,5,2,"cdround","https://www.inaturalist.org/observations/46820825","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2980804373","46820825",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",105.852824,32.420604,"Sichuan",2020,5,13,"cdround","https://www.inaturalist.org/observations/106092465","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3468902436","106092465",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.60785,35.627292,"Tokyo",2020,6,2,"cdround","https://www.inaturalist.org/observations/48222878","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2634128113","48222878",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.551362,35.386345,"Kanagawa",2020,6,7,"cdround","https://www.inaturalist.org/observations/48767235","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2641493992","48767235",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.338945,35.688865,"Tokyo",2020,6,24,"cdround","https://www.inaturalist.org/observations/63106721","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","2988498741","63106721",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.610872,35.34946,"Kanagawa",2020,7,12,"cdround","https://www.inaturalist.org/observations/52772164","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2818578910","52772164",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.528806,31.289928,"Shanghai",2020,7,8,"cdround","https://www.inaturalist.org/observations/53476783","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2823267809","53476783",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.528138,31.295424,"Shanghai",2020,7,31,"cdround","https://www.inaturalist.org/observations/54923065","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2826311891","54923065",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",137.157622,34.952996,"Aichi",2020,7,2,"cdround","https://www.inaturalist.org/observations/51702377","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2860139443","51702377",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",130.746522,33.527713,"Fukuoka",2020,7,27,"cdround","https://www.inaturalist.org/observations/54618289","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2862579452","54618289",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",137.159652,34.956346,"Aichi",2020,7,18,"cdround","https://www.inaturalist.org/observations/53595248","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2999216450","53595248",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.648839,35.320403,"Kanagawa",2020,8,31,"cdround","https://www.inaturalist.org/observations/58117682","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2860064998","58117682",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.622408,35.335337,"Kanagawa",2020,8,15,"cdround","https://www.inaturalist.org/observations/67731992","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3061558517","67731992",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",134.990848,34.778679,"Hyogo",2020,8,27,"cdround","https://www.inaturalist.org/observations/83744118","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325470489","83744118",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",137.151971,34.946454,"Aichi",2020,9,19,"cdround","https://www.inaturalist.org/observations/60067150","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2868235727","60067150",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.681392,35.613488,"Tokyo",2020,9,26,"cdround","https://www.inaturalist.org/observations/64441814","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2984391638","64441814",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",135.282883,34.834562,"Hyogo",2020,9,8,"cdround","https://www.inaturalist.org/observations/58989403","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3325747351","58989403",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",135.406167,34.953583,"Osaka",2020,10,23,"cdround","https://www.inaturalist.org/observations/63247343","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2901597276","63247343",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.750474,35.602648,"Tokyo",2020,11,2,"cdround","https://www.inaturalist.org/observations/64018356","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2980962942","64018356",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.610867,35.34942,"Kanagawa",2020,11,13,"cdround","https://www.inaturalist.org/observations/64783989","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2988356903","64783989",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",137.155948,34.953654,"Aichi",2020,11,25,"cdround","https://www.inaturalist.org/observations/65682666","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2992835628","65682666",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.63449,35.695218,"Tokyo",2019,4,6,"cdround","https://www.inaturalist.org/observations/22073270","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2236225067","22073270",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",121.56243,31.231517,"Shanghai",2019,5,23,"cdround","https://www.inaturalist.org/observations/25670848","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2251864069","25670848",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.513709,35.726152,"Tokyo",2019,6,19,"cdround","https://www.inaturalist.org/observations/27237878","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2331834362","27237878",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.769613,35.713912,"Tokyo",2019,6,25,"cdround","https://www.inaturalist.org/observations/27623494","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2331835342","27623494",NA,NA,NA,NA,NA,NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Gekko japonicus",139.762755,35.735875,"Tokyo",2019,6,21,"","https://www.inaturalist.org/observations/42674368","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2862340373","42674368",NA,NA,NA,NA,NA,NA,NA
