"datasetKey","basisOfRecord","occurrenceStatus","species","decimalLongitude","decimalLatitude","stateProvince","year","month","day","issues","references","license","geodeticDatum","gbifID","catalogNumber","elevation","locality"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus hongkongensis",114.153708,22.25192,"Southern",2021,7,11,"cdround","https://www.inaturalist.org/observations/103135431","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3455587873","103135431",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus hongkongensis",114.040617,22.317389,"Southern",2021,12,21,"cdround","https://www.inaturalist.org/observations/103475629","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3456097640","103475629",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus hongkongensis",114.157523,22.355425,"Southern",2021,12,13,"cdround","https://www.inaturalist.org/observations/103004187","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","3457064806","103004187",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus hongkongensis",114.145796,22.316421,"Southern",2020,5,19,"cdround","https://www.inaturalist.org/observations/46580614","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2626239572","46580614",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus hongkongensis",114.073608,22.223231,"Southern",2020,6,21,"cdround","https://www.inaturalist.org/observations/51387311","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","3067822030","51387311",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus hongkongensis",114.198242,22.26382,"Wan Chai",2020,7,7,"cdround","https://www.inaturalist.org/observations/52252673","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2814338140","52252673",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus hongkongensis",114.197325,22.260598,"Wan Chai",2020,7,28,"cdround","https://www.inaturalist.org/observations/54738374","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2826433651","54738374",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus hongkongensis",114.166541,22.260087,"Wan Chai",2020,8,10,"cdround","https://www.inaturalist.org/observations/56099716","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2851027212","56099716",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus hongkongensis",114.145855,22.252794,"Southern",2018,8,12,"cdround","https://www.inaturalist.org/observations/15380940","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1891323400","15380940",NA,NA
"81115210-f302-4eee-b7f1-27f957059ff8","MATERIAL_CITATION","PRESENT","Hemiphyllodactylus hongkongensis",114.1615,22.2585,"Ho-Nam",2017,4,20,"gass84,osiic","http://treatment.plazi.org/id/262D8783A251FFE15DF7FF46B261F9BD","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","1834884233",NA,120,"Museum of Biology"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus hongkongensis",114.141285,22.252519,"Southern",2016,8,28,"cdround","https://www.inaturalist.org/observations/15381063","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","1891323439","15381063",NA,NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","HUMAN_OBSERVATION","PRESENT","Hemiphyllodactylus hongkongensis",114.109497,22.396428,"Tsuen Wan",2015,8,12,"","https://www.inaturalist.org/observations/3867471","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","2028518240","3867471",NA,NA
